firm_code,stratum,zone,years_operation,employees,annual_revenue_cat,ownership_type,fdi_partnership,fdi_equity,fdi_joint_venture,fdi_technology_transfer,fdi_management_contract,years_with_fdi,registered_LCCI,sector
FIRM241,SME,Ibeju-Lekki,9,195,<50M,Foreign-owned,True,False,False,True,True,8,True,Food Processing (NACE 10)
FIRM242,SME,Ibeju-Lekki,6,44,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM243,SME,Ibeju-Lekki,12,128,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM244,SME,Apapa,11,58,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM245,SME,Ikeja,15,53,500M-5B,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM246,SME,Ibeju-Lekki,6,111,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM247,SME,Apapa,7,95,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM248,SME,Ibeju-Lekki,3,20,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM249,SME,Ibeju-Lekki,6,169,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM250,SME,Ikorodu,11,158,50M-500M,Local,True,False,True,False,False,5,True,Food Processing (NACE 10)
FIRM251,SME,Apapa,14,39,50M-500M,Local,True,False,True,False,True,6,True,Food Processing (NACE 10)
FIRM252,SME,Apapa,3,79,50M-500M,Joint venture,True,False,False,True,True,4,True,Food Processing (NACE 10)
FIRM253,SME,Ikorodu,14,85,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM254,SME,Apapa,17,72,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM255,SME,Ikeja,11,41,>5B,Joint venture,True,True,False,True,False,4,True,Food Processing (NACE 10)
FIRM256,SME,Oshodi/Isolo,20,37,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM257,SME,Ibeju-Lekki,4,59,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM258,SME,Amuwo-Odofin,2,136,<50M,Local,True,True,False,False,False,4,True,Food Processing (NACE 10)
FIRM259,SME,Oshodi/Isolo,1,88,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM260,SME,Ikeja,18,46,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM261,SME,Oshodi/Isolo,13,103,500M-5B,Joint venture,True,False,True,True,False,5,True,Food Processing (NACE 10)
FIRM262,SME,Ibeju-Lekki,9,8,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM263,SME,Ikeja,11,134,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM264,SME,Oshodi/Isolo,2,18,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM265,SME,Ikorodu,24,47,50M-500M,Foreign-owned,True,True,True,True,True,3,True,Food Processing (NACE 10)
FIRM266,SME,Amuwo-Odofin,10,27,50M-500M,Joint venture,True,True,False,True,False,1,True,Food Processing (NACE 10)
FIRM267,SME,Amuwo-Odofin,10,24,50M-500M,Foreign-owned,True,True,False,True,False,5,True,Food Processing (NACE 10)
FIRM268,SME,Amuwo-Odofin,13,135,50M-500M,Local,True,False,True,False,False,3,True,Food Processing (NACE 10)
FIRM269,SME,Apapa,12,43,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM270,SME,Apapa,10,76,50M-500M,Local,True,False,False,True,False,6,True,Food Processing (NACE 10)
FIRM271,SME,Ikorodu,4,58,50M-500M,Local,True,True,True,False,False,4,True,Food Processing (NACE 10)
FIRM272,SME,Ikorodu,12,84,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM273,SME,Ikorodu,20,63,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM274,SME,Ibeju-Lekki,17,24,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM275,SME,Oshodi/Isolo,19,121,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM276,SME,Oshodi/Isolo,6,42,50M-500M,Local,True,False,False,True,False,7,True,Food Processing (NACE 10)
FIRM277,SME,Ikorodu,3,20,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM278,SME,Amuwo-Odofin,8,44,<50M,Local,True,True,True,True,True,3,True,Food Processing (NACE 10)
FIRM279,SME,Amuwo-Odofin,9,172,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM280,SME,Ikorodu,16,109,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM281,SME,Ikorodu,1,47,<50M,Foreign-owned,True,True,True,False,False,2,True,Food Processing (NACE 10)
FIRM282,SME,Apapa,18,47,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM283,SME,Apapa,8,48,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM284,SME,Ikeja,6,250,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM285,SME,Oshodi/Isolo,3,78,50M-500M,Joint venture,True,True,False,True,True,6,True,Food Processing (NACE 10)
FIRM286,SME,Ikeja,1,81,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM287,SME,Oshodi/Isolo,14,123,50M-500M,Local,True,False,False,False,True,5,True,Food Processing (NACE 10)
FIRM288,SME,Oshodi/Isolo,9,71,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM289,SME,Apapa,1,50,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM290,SME,Oshodi/Isolo,1,52,50M-500M,Local,True,False,False,True,False,3,True,Food Processing (NACE 10)
FIRM291,SME,Ikeja,7,57,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM292,SME,Ikeja,19,58,<50M,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM293,SME,Ikorodu,7,100,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM294,SME,Apapa,1,62,<50M,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM295,SME,Ikeja,8,100,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM296,SME,Oshodi/Isolo,7,57,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM297,SME,Amuwo-Odofin,1,63,500M-5B,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM298,SME,Ikeja,9,15,50M-500M,Local,True,False,False,True,False,9,True,Food Processing (NACE 10)
FIRM299,SME,Oshodi/Isolo,8,114,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM300,SME,Ikeja,13,76,<50M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM301,Large,Ikeja,33,659,500M-5B,Local,True,False,True,False,False,4,True,Food Processing (NACE 10)
FIRM302,Large,Oshodi/Isolo,27,251,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM303,Large,Oshodi/Isolo,16,1136,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM304,Large,Amuwo-Odofin,9,373,500M-5B,Foreign-owned,True,True,False,False,False,5,True,Food Processing (NACE 10)
FIRM305,Large,Amuwo-Odofin,39,696,500M-5B,Foreign-owned,True,True,False,True,False,11,True,Food Processing (NACE 10)
FIRM306,Large,Ibeju-Lekki,18,251,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM307,Large,Oshodi/Isolo,18,543,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM308,Large,Apapa,18,251,500M-5B,Foreign-owned,True,False,False,True,False,9,True,Food Processing (NACE 10)
FIRM309,Large,Ikorodu,20,293,500M-5B,Local,True,False,True,True,False,4,True,Food Processing (NACE 10)
FIRM310,Large,Apapa,17,1042,500M-5B,Joint venture,True,False,True,False,True,6,True,Food Processing (NACE 10)
FIRM311,Large,Oshodi/Isolo,13,364,500M-5B,Foreign-owned,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM312,Large,Ikeja,14,446,<50M,Joint venture,True,True,False,False,False,4,True,Food Processing (NACE 10)
FIRM313,Large,Ikeja,18,618,500M-5B,Foreign-owned,True,True,True,False,False,10,True,Food Processing (NACE 10)
FIRM314,Large,Ibeju-Lekki,14,513,500M-5B,Local,True,True,False,True,False,10,True,Food Processing (NACE 10)
FIRM315,Large,Ikorodu,12,431,>5B,Foreign-owned,True,False,True,True,False,15,True,Food Processing (NACE 10)
FIRM316,Large,Amuwo-Odofin,19,480,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM317,Large,Apapa,16,1330,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM318,Large,Ikeja,30,389,500M-5B,Joint venture,True,False,False,True,False,18,True,Food Processing (NACE 10)
FIRM319,Large,Ikeja,3,442,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM320,Large,Ikeja,27,676,50M-500M,Joint venture,True,False,False,True,False,5,True,Food Processing (NACE 10)
FIRM321,Large,Oshodi/Isolo,28,695,500M-5B,Joint venture,True,True,False,True,False,10,True,Food Processing (NACE 10)
FIRM322,Large,Amuwo-Odofin,3,724,500M-5B,Joint venture,True,False,False,True,True,3,True,Food Processing (NACE 10)
FIRM323,Large,Amuwo-Odofin,15,551,500M-5B,Joint venture,True,True,True,True,False,7,True,Food Processing (NACE 10)
FIRM324,Large,Apapa,15,251,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM325,Large,Ibeju-Lekki,7,905,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM326,Large,Amuwo-Odofin,12,251,>5B,Foreign-owned,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM327,Large,Oshodi/Isolo,9,465,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM328,Large,Oshodi/Isolo,32,274,>5B,Foreign-owned,True,False,False,False,True,8,True,Food Processing (NACE 10)
FIRM329,Large,Apapa,25,387,500M-5B,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM330,Large,Ikeja,28,471,50M-500M,Foreign-owned,True,False,False,True,False,4,True,Food Processing (NACE 10)
FIRM331,Large,Apapa,24,470,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM332,Large,Amuwo-Odofin,9,494,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM333,Large,Ikeja,14,896,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM334,Large,Ikeja,22,502,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM335,Large,Ikeja,8,354,>5B,Joint venture,True,True,False,False,True,5,True,Food Processing (NACE 10)
FIRM336,Large,Ikeja,24,648,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM337,Large,Ikorodu,16,725,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM338,Large,Amuwo-Odofin,15,251,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM339,Large,Oshodi/Isolo,24,539,500M-5B,Foreign-owned,True,False,False,True,False,10,True,Food Processing (NACE 10)
FIRM340,Large,Ikeja,22,568,500M-5B,Foreign-owned,True,False,True,True,True,8,True,Food Processing (NACE 10)
FIRM341,Large,Oshodi/Isolo,15,345,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM342,Large,Oshodi/Isolo,27,796,50M-500M,Local,True,False,False,True,False,14,True,Food Processing (NACE 10)
FIRM343,Large,Ikeja,9,371,500M-5B,Local,True,True,True,True,True,14,True,Food Processing (NACE 10)
FIRM344,Large,Oshodi/Isolo,23,426,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM345,Large,Apapa,23,367,>5B,Foreign-owned,True,True,False,True,True,3,True,Food Processing (NACE 10)
FIRM346,Large,Oshodi/Isolo,16,403,>5B,Foreign-owned,True,True,True,False,False,5,True,Food Processing (NACE 10)
FIRM347,Large,Amuwo-Odofin,21,251,500M-5B,Local,True,False,True,True,False,4,True,Food Processing (NACE 10)
FIRM348,Large,Ikeja,8,251,500M-5B,Local,True,True,True,True,True,10,True,Food Processing (NACE 10)
FIRM349,Large,Apapa,25,888,500M-5B,Joint venture,True,True,True,False,True,8,True,Food Processing (NACE 10)
FIRM350,Large,Oshodi/Isolo,17,262,>5B,Foreign-owned,True,True,False,True,False,4,True,Food Processing (NACE 10)
FIRM351,Large,Oshodi/Isolo,14,251,50M-500M,Foreign-owned,True,False,True,True,False,5,True,Food Processing (NACE 10)
FIRM352,Large,Ikorodu,26,251,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM353,Large,Amuwo-Odofin,12,291,>5B,Foreign-owned,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM354,Large,Ikeja,7,251,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM355,Large,Ikeja,6,909,500M-5B,Foreign-owned,True,True,False,False,True,12,True,Food Processing (NACE 10)
FIRM356,Large,Amuwo-Odofin,23,663,500M-5B,Joint venture,True,False,False,True,False,6,True,Food Processing (NACE 10)
FIRM357,Large,Ikeja,8,284,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM358,Large,Oshodi/Isolo,32,1234,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM359,Large,Ibeju-Lekki,3,654,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM360,Large,Oshodi/Isolo,32,340,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM361,Large,Apapa,20,251,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM362,Large,Amuwo-Odofin,17,1258,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM363,Large,Oshodi/Isolo,14,251,500M-5B,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM364,Large,Oshodi/Isolo,21,251,500M-5B,Foreign-owned,True,True,False,True,False,3,True,Food Processing (NACE 10)
FIRM365,Large,Ibeju-Lekki,18,667,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM366,Large,Apapa,27,1355,>5B,Joint venture,True,True,False,True,False,4,True,Food Processing (NACE 10)
FIRM367,Large,Ibeju-Lekki,19,799,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM368,Large,Ikorodu,19,530,500M-5B,Joint venture,True,True,False,True,False,16,True,Food Processing (NACE 10)
FIRM369,Large,Ikeja,15,539,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM370,Large,Ikeja,18,613,>5B,Joint venture,True,False,False,True,False,11,True,Food Processing (NACE 10)
FIRM371,Large,Ikeja,20,585,50M-500M,Foreign-owned,True,False,False,True,False,4,True,Food Processing (NACE 10)
FIRM372,Large,Ikeja,4,460,>5B,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM373,Large,Ikeja,7,421,500M-5B,Joint venture,True,True,False,False,False,7,True,Food Processing (NACE 10)
FIRM374,Large,Amuwo-Odofin,24,388,500M-5B,Local,True,True,False,True,False,11,True,Food Processing (NACE 10)
FIRM375,Large,Ikeja,19,274,50M-500M,Joint venture,True,True,True,True,False,3,True,Food Processing (NACE 10)
FIRM376,Large,Apapa,17,348,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM377,Large,Ikorodu,18,251,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM378,Large,Ikeja,21,381,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM379,Large,Ikorodu,14,251,500M-5B,Foreign-owned,True,True,True,False,True,11,True,Food Processing (NACE 10)
FIRM380,Large,Apapa,12,251,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM381,Large,Ikeja,20,438,>5B,Foreign-owned,True,False,False,True,False,8,True,Food Processing (NACE 10)
FIRM382,Large,Amuwo-Odofin,10,802,50M-500M,Foreign-owned,True,True,False,True,False,5,True,Food Processing (NACE 10)
FIRM383,Large,Oshodi/Isolo,21,633,500M-5B,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM384,Large,Ikorodu,4,251,50M-500M,Joint venture,True,True,False,True,True,9,True,Food Processing (NACE 10)
FIRM385,Large,Amuwo-Odofin,26,251,>5B,Local,True,True,True,False,True,8,True,Food Processing (NACE 10)
FIRM386,Large,Ikorodu,22,640,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM387,Large,Apapa,20,251,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM388,Large,Ikeja,26,358,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM389,Large,Amuwo-Odofin,31,527,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM390,Large,Ikorodu,26,251,500M-5B,Local,True,False,False,True,True,8,True,Food Processing (NACE 10)
FIRM391,Large,Ibeju-Lekki,3,422,50M-500M,Local,True,True,False,True,True,7,True,Food Processing (NACE 10)
FIRM392,Large,Apapa,8,251,50M-500M,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM393,Large,Apapa,13,296,>5B,Foreign-owned,True,False,False,False,True,4,True,Food Processing (NACE 10)
FIRM394,Large,Amuwo-Odofin,18,469,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM395,Large,Apapa,22,251,500M-5B,Foreign-owned,True,False,True,True,False,5,True,Food Processing (NACE 10)
FIRM396,Large,Ibeju-Lekki,12,499,>5B,Local,True,True,True,True,False,6,True,Food Processing (NACE 10)
FIRM397,Large,Ikorodu,19,396,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM398,Large,Apapa,12,527,>5B,Foreign-owned,True,False,False,False,True,7,True,Food Processing (NACE 10)
FIRM399,Large,Amuwo-Odofin,13,447,50M-500M,Foreign-owned,True,True,True,True,False,9,True,Food Processing (NACE 10)
FIRM400,Large,Amuwo-Odofin,7,791,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM401,Large,Ikeja,11,426,50M-500M,Joint venture,True,False,True,True,True,16,True,Food Processing (NACE 10)
FIRM402,Large,Ikorodu,7,323,50M-500M,Joint venture,True,True,False,True,False,8,True,Food Processing (NACE 10)
FIRM403,Large,Oshodi/Isolo,10,425,>5B,Foreign-owned,True,False,True,True,False,9,True,Food Processing (NACE 10)
FIRM404,Large,Ikorodu,26,525,50M-500M,Foreign-owned,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM405,Large,Apapa,10,410,500M-5B,Foreign-owned,True,False,False,True,False,10,True,Food Processing (NACE 10)
FIRM406,Large,Ikorodu,39,408,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM407,Large,Apapa,22,282,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM408,Large,Ikeja,19,287,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM409,Large,Ikorodu,11,251,50M-500M,Foreign-owned,True,False,True,True,True,10,True,Food Processing (NACE 10)
FIRM410,Large,Ikeja,24,959,500M-5B,Foreign-owned,True,True,False,False,False,4,True,Food Processing (NACE 10)
FIRM411,Large,Apapa,13,251,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM412,Large,Ibeju-Lekki,19,283,500M-5B,Joint venture,True,True,False,True,True,13,True,Food Processing (NACE 10)
FIRM413,Large,Ibeju-Lekki,38,279,>5B,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM414,Large,Oshodi/Isolo,17,626,50M-500M,Joint venture,True,False,True,False,True,12,True,Food Processing (NACE 10)
FIRM415,Large,Amuwo-Odofin,27,345,500M-5B,Foreign-owned,True,True,True,True,True,7,True,Food Processing (NACE 10)
FIRM416,Large,Oshodi/Isolo,12,746,50M-500M,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM417,Large,Apapa,18,286,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM418,Large,Apapa,32,460,>5B,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM419,Large,Amuwo-Odofin,13,263,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM420,Large,Amuwo-Odofin,32,1169,500M-5B,Joint venture,True,False,True,False,True,4,True,Food Processing (NACE 10)
FIRM421,Large,Ikorodu,24,251,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM422,Large,Amuwo-Odofin,14,467,500M-5B,Joint venture,True,True,True,False,False,7,True,Food Processing (NACE 10)
FIRM423,Large,Ikeja,23,549,500M-5B,Joint venture,True,False,True,False,True,3,True,Food Processing (NACE 10)
FIRM424,Large,Oshodi/Isolo,26,492,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM425,Large,Ikeja,23,365,500M-5B,Foreign-owned,True,False,False,True,False,13,True,Food Processing (NACE 10)
FIRM426,Large,Oshodi/Isolo,5,375,500M-5B,Joint venture,True,True,True,False,False,5,True,Food Processing (NACE 10)
FIRM427,Large,Oshodi/Isolo,12,409,50M-500M,Foreign-owned,True,False,True,True,True,6,True,Food Processing (NACE 10)
FIRM428,Large,Ikorodu,16,372,50M-500M,Joint venture,True,False,False,False,True,13,True,Food Processing (NACE 10)
FIRM429,Large,Apapa,17,648,50M-500M,Foreign-owned,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM430,Large,Ikeja,23,1208,50M-500M,Local,True,False,False,True,False,12,True,Food Processing (NACE 10)
FIRM431,Large,Ikeja,19,303,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM432,Large,Amuwo-Odofin,7,251,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM433,Large,Oshodi/Isolo,21,383,500M-5B,Joint venture,True,False,False,False,True,8,True,Food Processing (NACE 10)
FIRM434,Large,Ikeja,23,1453,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM435,Large,Ikeja,22,268,>5B,Foreign-owned,True,True,False,True,False,14,True,Food Processing (NACE 10)
FIRM436,Large,Amuwo-Odofin,27,908,500M-5B,Foreign-owned,True,False,False,True,False,4,True,Food Processing (NACE 10)
FIRM437,Large,Ikeja,25,925,50M-500M,Foreign-owned,True,True,True,True,True,8,True,Food Processing (NACE 10)
FIRM438,Large,Ikorodu,22,303,500M-5B,Joint venture,True,True,False,False,True,4,True,Food Processing (NACE 10)
FIRM439,Large,Amuwo-Odofin,17,532,500M-5B,Joint venture,True,True,False,True,True,11,True,Food Processing (NACE 10)
FIRM440,Large,Ikeja,5,903,50M-500M,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM441,Large,Ikeja,21,331,500M-5B,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM442,Large,Ibeju-Lekki,20,361,500M-5B,Joint venture,True,True,False,True,False,11,True,Food Processing (NACE 10)
FIRM443,Large,Apapa,20,299,50M-500M,Foreign-owned,True,True,False,True,False,15,True,Food Processing (NACE 10)
FIRM444,Large,Apapa,8,251,>5B,Joint venture,True,False,False,True,False,7,True,Food Processing (NACE 10)
FIRM445,Large,Ikorodu,9,289,>5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM446,Large,Ibeju-Lekki,26,251,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM447,Large,Ibeju-Lekki,18,407,500M-5B,Joint venture,True,False,False,False,True,17,True,Food Processing (NACE 10)
FIRM448,Large,Amuwo-Odofin,23,272,500M-5B,Local,False,False,False,False,False,0,True,Food Processing (NACE 10)
FIRM449,Large,Apapa,18,450,500M-5B,Joint venture,True,True,True,False,False,4,True,Food Processing (NACE 10)
FIRM450,Large,Ikeja,18,251,500M-5B,Joint venture,False,False,False,False,False,0,True,Food Processing (NACE 10)
