Sample_ID,Mix_ID,Temperature,Rubber_Content,Replicate,Field_Of_View,Analysis_Type,Measurement_Scale,Magnification,Porosity_Percent,Pore_Mean_Diameter_um,Pore_Diameter_StdDev_um,Pore_Count_Per_mm2,Crack_Density_mm_per_mm2,Crack_Mean_Width_um,Interface_Quality_Score,Aggregate_Bond_Quality_Score,Rubber_Particle_Count,Rubber_Morphology,CH_Crystallinity_Percent,CSH_Integrity_Score,Microcrack_Density_per_mm2,Surface_Roughness_Ra_um
C-10-28-R-800-Furnace-Rep1,C-10,800,10,1,4,SEM,Micro,1000,20.9,102.78,40.0,1393,2.985,1.8,50.9,62.6,0,Fully Volatilized,0.0,67.7,6.39,4.13
C-10-28-R-800-Furnace-Rep1,C-10,800,10,1,5,SEM,Micro,2000,20.83,101.46,40.41,1388,2.904,1.76,53.4,66.9,0,Fully Volatilized,0.0,65.7,6.75,4.22
C-10-28-R-800-Furnace-Rep2,C-10,800,10,2,1,SEM,Micro,500,20.99,98.51,36.98,1399,3.265,1.88,51.1,68.5,0,Fully Volatilized,2.6,60.3,5.74,4.51
C-10-28-R-800-Furnace-Rep2,C-10,800,10,2,2,SEM,Micro,1000,21.0,100.89,39.65,1399,2.833,1.61,52.3,68.1,0,Fully Volatilized,0.0,64.5,6.51,5.49
C-10-28-R-800-Furnace-Rep2,C-10,800,10,2,3,SEM,Micro,5000,20.85,100.3,40.5,1390,3.543,1.75,50.0,65.8,0,Fully Volatilized,0.0,63.7,7.01,5.04
C-10-28-R-800-Furnace-Rep2,C-10,800,10,2,4,SEM,Micro,5000,20.87,101.89,40.07,1391,2.909,1.64,47.4,68.3,0,Fully Volatilized,0.6,68.2,6.06,5.04
C-10-28-R-800-Furnace-Rep2,C-10,800,10,2,5,SEM,Micro,500,21.16,99.5,39.51,1410,2.531,1.9,51.5,68.0,0,Fully Volatilized,16.0,65.9,5.62,3.98
C-10-28-R-800-Furnace-Rep3,C-10,800,10,3,1,SEM,Micro,1000,20.9,97.29,38.65,1393,3.381,1.66,49.8,66.1,0,Fully Volatilized,0.0,66.6,5.39,4.38
C-10-28-R-800-Furnace-Rep3,C-10,800,10,3,2,SEM,Micro,2000,21.49,101.31,41.36,1432,2.872,1.73,52.6,67.2,0,Fully Volatilized,0.0,65.9,6.38,4.77
C-10-28-R-800-Furnace-Rep3,C-10,800,10,3,3,SEM,Micro,500,20.69,100.68,39.73,1379,2.683,1.76,49.8,70.7,0,Fully Volatilized,0.0,66.1,6.59,5.46
C-10-28-R-800-Furnace-Rep3,C-10,800,10,3,4,SEM,Micro,2000,21.29,100.65,40.46,1419,2.894,1.82,51.1,68.7,0,Fully Volatilized,6.6,62.0,6.57,4.45
C-10-28-R-800-Furnace-Rep3,C-10,800,10,3,5,SEM,Micro,1000,21.37,97.78,38.27,1424,3.04,1.78,48.4,68.7,0,Fully Volatilized,0.0,69.9,5.67,3.45
C-20-28-R-25-Furnace-Rep1,C-20,25,20,1,1,SEM,Micro,5000,11.94,65.33,24.61,995,0.483,0.0,73.8,88.5,295,Intact,74.6,99.3,-0.03,1.81
C-20-28-R-25-Furnace-Rep1,C-20,25,20,1,2,SEM,Micro,5000,11.1,63.82,26.4,925,0.0,0.0,72.8,83.6,295,Intact,78.9,97.4,0.39,1.85
C-20-28-R-25-Furnace-Rep1,C-20,25,20,1,3,SEM,Micro,1000,11.88,65.03,26.42,989,0.037,0.0,75.4,89.8,295,Intact,74.1,96.0,-0.07,1.53
C-20-28-R-25-Furnace-Rep1,C-20,25,20,1,4,SEM,Micro,1000,11.44,60.79,24.22,953,0.533,0.0,73.9,85.4,295,Intact,75.7,96.8,0.32,1.82
C-20-28-R-25-Furnace-Rep1,C-20,25,20,1,5,SEM,Micro,1000,12.01,61.76,25.36,1000,0.0,0.0,74.7,84.8,295,Intact,71.8,99.2,0.26,1.66
C-20-28-R-25-Furnace-Rep2,C-20,25,20,2,1,SEM,Micro,1000,11.98,61.71,25.34,998,0.568,0.0,73.3,87.6,295,Intact,76.2,100.0,0.25,1.96
C-20-28-R-25-Furnace-Rep2,C-20,25,20,2,2,SEM,Micro,5000,11.1,63.29,26.29,924,0.26,0.0,74.4,88.0,295,Intact,66.4,100.0,0.18,1.91
C-20-28-R-25-Furnace-Rep2,C-20,25,20,2,3,SEM,Micro,2000,11.37,61.04,24.07,947,0.003,0.0,73.9,87.3,295,Intact,76.3,100.0,-0.26,1.77
C-20-28-R-25-Furnace-Rep2,C-20,25,20,2,4,SEM,Micro,1000,11.43,58.01,23.63,952,0.152,0.0,77.0,87.3,295,Intact,81.4,99.2,0.27,1.68
C-20-28-R-25-Furnace-Rep2,C-20,25,20,2,5,SEM,Micro,5000,11.46,63.42,22.87,955,0.0,0.0,78.6,85.0,295,Intact,67.0,94.6,0.26,1.5
C-20-28-R-25-Furnace-Rep3,C-20,25,20,3,1,SEM,Micro,500,11.41,61.31,24.84,950,0.512,0.0,70.3,86.3,295,Intact,74.1,100.0,0.64,1.66
C-20-28-R-25-Furnace-Rep3,C-20,25,20,3,2,SEM,Micro,500,12.08,62.99,24.76,1006,0.13,0.0,73.4,86.3,295,Intact,76.8,98.6,-0.47,1.43
C-20-28-R-25-Furnace-Rep3,C-20,25,20,3,3,SEM,Micro,1000,11.98,62.45,25.75,998,0.569,0.0,75.9,85.0,295,Intact,75.0,97.1,0.63,1.55
C-20-28-R-25-Furnace-Rep3,C-20,25,20,3,4,SEM,Micro,500,11.86,64.98,26.19,988,0.0,0.0,75.8,86.3,295,Intact,69.5,96.2,0.3,1.84
C-20-28-R-25-Furnace-Rep3,C-20,25,20,3,5,SEM,Micro,5000,11.02,65.63,26.16,918,0.115,0.0,75.4,86.5,295,Intact,77.4,99.8,0.88,1.89
C-20-28-R-200-Furnace-Rep1,C-20,200,20,1,1,SEM,Micro,500,16.14,82.73,33.41,1345,1.445,0.0,66.9,83.3,262,Partially Melted,70.7,89.5,2.06,2.62
C-20-28-R-200-Furnace-Rep1,C-20,200,20,1,2,SEM,Micro,1000,16.14,83.44,34.22,1345,1.427,0.0,65.2,79.5,262,Partially Melted,70.5,95.6,1.29,1.9
C-20-28-R-200-Furnace-Rep1,C-20,200,20,1,3,SEM,Micro,1000,16.25,83.41,33.29,1354,0.771,0.21,73.3,82.6,262,Partially Melted,68.2,90.8,1.97,2.73
C-20-28-R-200-Furnace-Rep1,C-20,200,20,1,4,SEM,Micro,5000,16.2,81.38,32.34,1349,0.37,0.0,69.0,84.9,262,Partially Melted,67.5,89.5,1.28,2.45
C-20-28-R-200-Furnace-Rep1,C-20,200,20,1,5,SEM,Micro,1000,14.94,82.7,32.96,1245,0.828,0.0,68.6,78.5,262,Partially Melted,68.6,91.1,1.16,2.39
C-20-28-R-200-Furnace-Rep2,C-20,200,20,2,1,SEM,Micro,1000,15.61,82.98,34.1,1301,0.413,0.0,68.1,77.6,262,Partially Melted,71.8,87.7,1.49,2.25
C-20-28-R-200-Furnace-Rep2,C-20,200,20,2,2,SEM,Micro,500,15.28,84.54,34.36,1273,1.13,0.0,64.4,79.4,262,Partially Melted,73.5,91.8,2.38,2.16
C-20-28-R-200-Furnace-Rep2,C-20,200,20,2,3,SEM,Micro,500,15.62,86.65,33.74,1301,0.116,0.0,69.3,85.6,262,Partially Melted,67.6,92.7,1.79,2.4
C-20-28-R-200-Furnace-Rep2,C-20,200,20,2,4,SEM,Micro,500,15.76,83.04,33.48,1313,0.569,0.0,69.4,80.6,262,Partially Melted,71.1,92.2,2.56,2.26
C-20-28-R-200-Furnace-Rep2,C-20,200,20,2,5,SEM,Micro,500,15.94,82.25,31.73,1328,0.871,0.06,67.6,83.8,262,Partially Melted,66.9,88.7,0.84,2.88
C-20-28-R-200-Furnace-Rep3,C-20,200,20,3,1,SEM,Micro,2000,15.87,82.87,34.51,1322,0.626,0.0,69.0,85.9,262,Partially Melted,67.7,95.1,1.94,2.37
C-20-28-R-200-Furnace-Rep3,C-20,200,20,3,2,SEM,Micro,500,15.42,82.11,33.98,1285,1.053,0.0,68.4,82.1,262,Partially Melted,71.2,90.1,2.87,2.53
C-20-28-R-200-Furnace-Rep3,C-20,200,20,3,3,SEM,Micro,2000,16.04,83.48,34.61,1336,0.615,0.22,67.4,84.1,262,Partially Melted,66.9,91.8,1.82,2.23
C-20-28-R-200-Furnace-Rep3,C-20,200,20,3,4,SEM,Micro,500,15.61,80.86,32.32,1300,0.383,0.0,66.7,80.6,262,Partially Melted,71.6,90.8,1.39,2.5
C-20-28-R-200-Furnace-Rep3,C-20,200,20,3,5,SEM,Micro,5000,15.26,83.76,32.34,1271,0.854,0.15,69.6,82.5,262,Partially Melted,70.2,86.5,1.37,2.62
C-20-28-R-400-Furnace-Rep1,C-20,400,20,1,1,SEM,Micro,1000,19.9,104.47,39.78,1658,1.941,0.49,59.3,77.2,150,Decomposed,71.6,78.6,3.8,2.9
C-20-28-R-400-Furnace-Rep1,C-20,400,20,1,2,SEM,Micro,1000,19.93,107.18,43.09,1660,2.137,0.74,63.6,73.5,150,Decomposed,66.8,79.2,2.99,2.8
C-20-28-R-400-Furnace-Rep1,C-20,400,20,1,3,SEM,Micro,5000,20.03,103.52,42.3,1669,1.2,0.67,59.8,74.8,150,Decomposed,65.6,82.5,3.94,3.23
C-20-28-R-400-Furnace-Rep1,C-20,400,20,1,4,SEM,Micro,2000,19.52,109.88,44.43,1626,1.698,0.65,59.5,78.8,150,Decomposed,68.1,85.1,3.58,3.44
C-20-28-R-400-Furnace-Rep1,C-20,400,20,1,5,SEM,Micro,1000,19.93,105.78,42.21,1660,1.83,0.59,54.3,76.4,150,Decomposed,71.8,85.3,3.29,2.97
C-20-28-R-400-Furnace-Rep2,C-20,400,20,2,1,SEM,Micro,2000,19.92,105.4,41.5,1659,1.632,0.74,59.5,76.3,150,Decomposed,62.3,82.5,3.01,2.27
C-20-28-R-400-Furnace-Rep2,C-20,400,20,2,2,SEM,Micro,500,20.01,102.12,40.64,1667,1.329,0.47,61.6,76.0,150,Decomposed,66.3,83.9,3.7,3.37
C-20-28-R-400-Furnace-Rep2,C-20,400,20,2,3,SEM,Micro,2000,20.57,106.15,43.13,1714,1.701,0.73,58.0,76.0,150,Decomposed,73.4,80.1,3.58,2.99
C-20-28-R-400-Furnace-Rep2,C-20,400,20,2,4,SEM,Micro,500,19.92,105.08,41.03,1659,1.972,0.6,58.7,74.7,150,Decomposed,59.8,81.9,3.37,3.31
C-20-28-R-400-Furnace-Rep2,C-20,400,20,2,5,SEM,Micro,2000,20.31,105.73,42.18,1692,1.603,0.64,62.3,74.9,150,Decomposed,65.3,80.2,3.57,3.09
C-20-28-R-400-Furnace-Rep3,C-20,400,20,3,1,SEM,Micro,5000,20.1,106.96,42.04,1674,1.102,0.72,61.1,74.0,150,Decomposed,69.5,84.5,3.26,3.04
C-20-28-R-400-Furnace-Rep3,C-20,400,20,3,2,SEM,Micro,2000,20.15,106.13,42.6,1679,1.941,0.57,59.1,78.4,150,Decomposed,72.8,88.9,3.72,2.77
C-20-28-R-400-Furnace-Rep3,C-20,400,20,3,3,SEM,Micro,2000,19.69,104.25,41.38,1640,2.134,0.76,56.9,77.2,150,Decomposed,69.0,85.9,3.72,2.84
C-20-28-R-400-Furnace-Rep3,C-20,400,20,3,4,SEM,Micro,1000,20.62,103.2,40.58,1718,1.769,0.84,61.4,76.7,150,Decomposed,69.8,77.4,3.14,3.17
C-20-28-R-400-Furnace-Rep3,C-20,400,20,3,5,SEM,Micro,1000,19.19,103.94,41.8,1598,2.002,0.59,63.5,72.9,150,Decomposed,65.8,82.3,3.47,3.52
C-20-28-R-600-Furnace-Rep1,C-20,600,20,1,1,SEM,Micro,1000,24.65,128.88,49.17,2054,2.804,1.24,51.9,71.6,75,Fully Volatilized,54.2,75.4,5.19,3.29
C-20-28-R-600-Furnace-Rep1,C-20,600,20,1,2,SEM,Micro,5000,24.73,131.55,51.26,2060,2.682,1.26,52.1,71.7,75,Fully Volatilized,39.6,75.2,4.89,4.33
C-20-28-R-600-Furnace-Rep1,C-20,600,20,1,3,SEM,Micro,500,24.38,124.41,50.33,2031,2.75,1.53,51.9,70.6,75,Fully Volatilized,49.2,77.9,5.37,3.64
C-20-28-R-600-Furnace-Rep1,C-20,600,20,1,4,SEM,Micro,500,23.96,128.44,52.09,1996,2.579,1.22,51.2,70.7,75,Fully Volatilized,38.9,74.8,5.25,4.16
C-20-28-R-600-Furnace-Rep1,C-20,600,20,1,5,SEM,Micro,500,23.05,131.5,51.87,1920,2.698,1.1,50.4,74.2,75,Fully Volatilized,33.3,77.1,5.11,3.92
C-20-28-R-600-Furnace-Rep2,C-20,600,20,2,1,SEM,Micro,2000,24.02,126.69,51.36,2001,2.657,1.44,55.2,68.5,75,Fully Volatilized,50.9,74.1,5.14,3.48
C-20-28-R-600-Furnace-Rep2,C-20,600,20,2,2,SEM,Micro,1000,25.21,126.43,49.15,2100,2.689,1.23,49.2,70.8,75,Fully Volatilized,43.3,69.6,5.94,3.92
C-20-28-R-600-Furnace-Rep2,C-20,600,20,2,3,SEM,Micro,500,24.85,130.03,51.64,2071,2.481,1.5,53.3,73.1,75,Fully Volatilized,38.1,75.0,4.95,3.9
C-20-28-R-600-Furnace-Rep2,C-20,600,20,2,4,SEM,Micro,2000,24.68,127.14,51.81,2057,1.963,1.72,53.0,71.3,75,Fully Volatilized,40.1,71.2,5.57,3.49
C-20-28-R-600-Furnace-Rep2,C-20,600,20,2,5,SEM,Micro,2000,23.96,128.86,50.39,1996,2.825,1.42,47.8,70.3,75,Fully Volatilized,48.8,70.8,4.94,3.77
C-20-28-R-600-Furnace-Rep3,C-20,600,20,3,1,SEM,Micro,5000,23.81,126.57,50.88,1984,3.096,1.3,49.2,74.7,75,Fully Volatilized,40.3,68.5,5.32,3.29
C-20-28-R-600-Furnace-Rep3,C-20,600,20,3,2,SEM,Micro,2000,24.9,129.44,52.58,2074,2.635,1.21,46.6,72.0,75,Fully Volatilized,48.3,76.7,5.11,4.0
C-20-28-R-600-Furnace-Rep3,C-20,600,20,3,3,SEM,Micro,5000,24.4,127.36,51.59,2033,2.291,1.47,53.5,74.9,75,Fully Volatilized,32.1,73.2,4.27,4.19
C-20-28-R-600-Furnace-Rep3,C-20,600,20,3,4,SEM,Micro,2000,24.92,126.91,50.69,2077,2.17,1.3,53.0,72.8,75,Fully Volatilized,45.4,73.9,4.36,3.66
C-20-28-R-600-Furnace-Rep3,C-20,600,20,3,5,SEM,Micro,1000,23.98,127.4,51.15,1998,2.694,1.51,54.2,73.6,75,Fully Volatilized,40.1,71.4,5.25,4.35
C-20-28-R-800-Furnace-Rep1,C-20,800,20,1,1,SEM,Micro,1000,29.97,150.14,59.42,2497,3.199,1.87,45.8,63.6,0,Fully Volatilized,6.1,62.4,6.28,4.95
C-20-28-R-800-Furnace-Rep1,C-20,800,20,1,2,SEM,Micro,5000,28.66,149.53,61.05,2388,3.152,2.06,43.3,68.1,0,Fully Volatilized,4.3,65.8,6.82,4.47
C-20-28-R-800-Furnace-Rep1,C-20,800,20,1,3,SEM,Micro,500,29.13,148.07,58.27,2427,3.603,2.03,43.4,65.1,0,Fully Volatilized,0.0,62.2,7.17,4.07
C-20-28-R-800-Furnace-Rep1,C-20,800,20,1,4,SEM,Micro,2000,29.05,147.11,59.02,2420,3.29,2.29,43.6,68.3,0,Fully Volatilized,10.6,62.5,7.22,4.63
C-20-28-R-800-Furnace-Rep1,C-20,800,20,1,5,SEM,Micro,5000,29.09,150.39,59.35,2424,3.95,2.22,45.7,68.7,0,Fully Volatilized,0.0,67.8,8.08,4.21
C-20-28-R-800-Furnace-Rep2,C-20,800,20,2,1,SEM,Micro,1000,28.28,152.86,61.29,2356,3.35,2.13,43.0,68.1,0,Fully Volatilized,0.3,67.2,6.55,4.93
C-20-28-R-800-Furnace-Rep2,C-20,800,20,2,2,SEM,Micro,500,28.49,149.95,59.81,2374,3.568,1.98,43.1,68.3,0,Fully Volatilized,0.0,60.2,7.13,3.96
C-20-28-R-800-Furnace-Rep2,C-20,800,20,2,3,SEM,Micro,2000,29.61,152.07,61.42,2467,3.161,1.89,39.6,67.6,0,Fully Volatilized,0.0,59.8,7.64,4.86
C-20-28-R-800-Furnace-Rep2,C-20,800,20,2,4,SEM,Micro,500,29.23,147.2,59.09,2435,3.925,2.14,43.6,70.1,0,Fully Volatilized,0.0,63.1,7.3,4.39
C-20-28-R-800-Furnace-Rep2,C-20,800,20,2,5,SEM,Micro,1000,29.43,149.22,60.69,2452,3.429,2.19,44.2,73.2,0,Fully Volatilized,0.0,66.1,6.76,4.41
C-20-28-R-800-Furnace-Rep3,C-20,800,20,3,1,SEM,Micro,1000,29.43,149.23,59.64,2452,3.508,1.75,43.3,65.3,0,Fully Volatilized,0.0,69.3,7.37,4.59
C-20-28-R-800-Furnace-Rep3,C-20,800,20,3,2,SEM,Micro,500,29.02,147.99,60.05,2418,3.787,2.0,45.9,66.5,0,Fully Volatilized,3.9,60.1,7.18,5.16
C-20-28-R-800-Furnace-Rep3,C-20,800,20,3,3,SEM,Micro,2000,28.77,148.66,60.47,2397,3.156,1.83,44.7,66.7,0,Fully Volatilized,5.3,58.6,7.15,3.66
C-20-28-R-800-Furnace-Rep3,C-20,800,20,3,4,SEM,Micro,5000,29.14,150.44,59.66,2428,2.878,2.0,43.3,65.9,0,Fully Volatilized,0.0,69.8,6.68,4.47
C-20-28-R-800-Furnace-Rep3,C-20,800,20,3,5,SEM,Micro,500,28.85,151.95,61.7,2404,3.126,2.04,41.9,64.1,0,Fully Volatilized,0.0,64.1,6.67,4.19
C-30-28-R-25-Furnace-Rep1,C-30,25,30,1,1,SEM,Micro,500,14.46,82.43,32.1,1446,0.0,0.0,69.8,87.5,442,Intact,74.4,99.6,0.92,1.61
C-30-28-R-25-Furnace-Rep1,C-30,25,30,1,2,SEM,Micro,500,15.26,85.86,34.34,1526,0.0,0.0,70.9,83.9,442,Intact,76.2,100.0,0.23,2.5
C-30-28-R-25-Furnace-Rep1,C-30,25,30,1,3,SEM,Micro,2000,14.67,85.2,34.09,1466,0.244,0.0,69.5,83.5,442,Intact,77.8,100.0,0.1,2.08
C-30-28-R-25-Furnace-Rep1,C-30,25,30,1,4,SEM,Micro,5000,16.03,81.53,34.07,1602,0.424,0.0,69.5,87.9,442,Intact,75.6,100.0,0.08,2.04
C-30-28-R-25-Furnace-Rep1,C-30,25,30,1,5,SEM,Micro,500,14.85,80.13,33.38,1485,0.138,0.0,68.1,79.3,442,Intact,74.4,98.3,0.11,2.29
C-30-28-R-25-Furnace-Rep2,C-30,25,30,2,1,SEM,Micro,5000,14.97,83.84,33.73,1496,0.0,0.0,68.5,83.0,442,Intact,73.6,100.0,-0.13,2.07
C-30-28-R-25-Furnace-Rep2,C-30,25,30,2,2,SEM,Micro,1000,15.07,86.73,33.81,1507,0.562,0.0,68.0,84.1,442,Intact,76.3,98.3,0.58,1.86
C-30-28-R-25-Furnace-Rep2,C-30,25,30,2,3,SEM,Micro,500,14.62,83.74,34.09,1461,0.326,0.0,67.4,84.5,442,Intact,75.9,100.0,-0.83,2.16
C-30-28-R-25-Furnace-Rep2,C-30,25,30,2,4,SEM,Micro,5000,15.28,85.3,33.32,1528,0.577,0.0,66.4,87.0,442,Intact,71.2,97.9,0.52,2.4
C-30-28-R-25-Furnace-Rep2,C-30,25,30,2,5,SEM,Micro,5000,15.11,84.37,35.61,1511,0.458,0.0,68.7,81.9,442,Intact,71.6,100.0,-0.38,2.17
C-30-28-R-25-Furnace-Rep3,C-30,25,30,3,1,SEM,Micro,2000,15.24,84.32,34.13,1523,0.322,0.0,69.7,87.6,442,Intact,71.4,99.6,0.51,2.31
C-30-28-R-25-Furnace-Rep3,C-30,25,30,3,2,SEM,Micro,5000,14.39,85.46,33.09,1438,0.392,0.0,69.2,85.5,442,Intact,71.0,96.2,-0.63,2.03
C-30-28-R-25-Furnace-Rep3,C-30,25,30,3,3,SEM,Micro,500,15.24,84.74,33.74,1523,0.517,0.0,70.4,86.0,442,Intact,73.3,97.4,0.08,2.2
C-30-28-R-25-Furnace-Rep3,C-30,25,30,3,4,SEM,Micro,1000,14.45,83.88,32.32,1444,0.474,0.0,70.2,83.8,442,Intact,73.1,100.0,1.47,1.85
C-30-28-R-25-Furnace-Rep3,C-30,25,30,3,5,SEM,Micro,1000,14.18,81.43,32.28,1418,0.455,0.0,66.8,86.6,442,Intact,74.6,95.6,1.26,2.31
C-30-28-R-200-Furnace-Rep1,C-30,200,30,1,1,SEM,Micro,5000,19.87,112.09,44.98,1987,1.007,0.0,64.4,78.4,393,Partially Melted,75.8,92.7,1.3,2.34
C-30-28-R-200-Furnace-Rep1,C-30,200,30,1,2,SEM,Micro,1000,19.05,113.03,46.56,1905,0.245,0.0,63.5,80.0,393,Partially Melted,73.4,91.1,1.97,2.57
C-30-28-R-200-Furnace-Rep1,C-30,200,30,1,3,SEM,Micro,2000,20.34,112.34,45.5,2034,0.952,0.0,58.7,82.2,393,Partially Melted,74.5,87.3,2.43,2.96
C-30-28-R-200-Furnace-Rep1,C-30,200,30,1,4,SEM,Micro,500,20.05,107.33,42.54,2004,1.028,0.0,62.5,79.9,393,Partially Melted,71.8,90.0,2.78,2.98
C-30-28-R-200-Furnace-Rep1,C-30,200,30,1,5,SEM,Micro,1000,19.96,110.93,44.41,1995,1.167,0.0,60.7,80.5,393,Partially Melted,67.8,92.4,1.9,2.63
C-30-28-R-200-Furnace-Rep2,C-30,200,30,2,1,SEM,Micro,2000,19.87,113.26,46.06,1987,1.062,0.11,62.9,77.8,393,Partially Melted,71.4,98.9,1.92,2.81
C-30-28-R-200-Furnace-Rep2,C-30,200,30,2,2,SEM,Micro,1000,19.3,111.99,45.09,1930,1.022,0.18,61.0,79.6,393,Partially Melted,69.8,92.3,2.15,2.89
C-30-28-R-200-Furnace-Rep2,C-30,200,30,2,3,SEM,Micro,500,18.83,109.21,45.05,1882,0.971,0.0,61.0,78.5,393,Partially Melted,72.3,91.3,1.97,2.88
C-30-28-R-200-Furnace-Rep2,C-30,200,30,2,4,SEM,Micro,500,20.19,108.7,42.28,2018,0.687,0.0,60.5,78.5,393,Partially Melted,67.4,89.9,2.09,2.98
C-30-28-R-200-Furnace-Rep2,C-30,200,30,2,5,SEM,Micro,1000,20.5,109.85,42.72,2050,0.788,0.15,61.5,79.8,393,Partially Melted,72.2,91.1,1.41,2.11
C-30-28-R-200-Furnace-Rep3,C-30,200,30,3,1,SEM,Micro,1000,20.02,113.28,46.44,2002,1.205,0.0,62.9,82.4,393,Partially Melted,71.7,87.7,1.75,3.33
C-30-28-R-200-Furnace-Rep3,C-30,200,30,3,2,SEM,Micro,5000,19.55,113.69,46.06,1955,0.76,0.05,60.6,80.5,393,Partially Melted,69.1,96.3,1.88,2.67
C-30-28-R-200-Furnace-Rep3,C-30,200,30,3,3,SEM,Micro,5000,20.7,113.25,47.52,2070,0.952,0.04,58.2,83.0,393,Partially Melted,67.7,91.9,1.45,2.81
C-30-28-R-200-Furnace-Rep3,C-30,200,30,3,4,SEM,Micro,5000,19.64,104.85,41.69,1964,1.064,0.12,64.4,84.1,393,Partially Melted,75.0,89.6,1.73,3.08
C-30-28-R-200-Furnace-Rep3,C-30,200,30,3,5,SEM,Micro,1000,19.81,108.31,43.73,1980,1.14,0.08,59.3,78.6,393,Partially Melted,69.2,90.2,2.27,2.93
C-30-28-R-400-Furnace-Rep1,C-30,400,30,1,1,SEM,Micro,5000,26.18,138.84,55.67,2618,1.604,0.68,53.3,71.7,225,Decomposed,65.6,79.7,3.53,3.27
C-30-28-R-400-Furnace-Rep1,C-30,400,30,1,2,SEM,Micro,1000,25.65,139.63,53.61,2564,1.364,0.68,53.4,69.5,225,Decomposed,66.0,80.9,4.69,4.21
C-30-28-R-400-Furnace-Rep1,C-30,400,30,1,3,SEM,Micro,500,25.36,137.56,55.68,2535,1.887,1.07,51.6,75.6,225,Decomposed,63.2,84.9,4.6,3.42
C-30-28-R-400-Furnace-Rep1,C-30,400,30,1,4,SEM,Micro,2000,24.72,139.4,56.01,2472,1.732,0.64,51.4,77.4,225,Decomposed,66.0,86.8,3.69,3.1
C-30-28-R-400-Furnace-Rep1,C-30,400,30,1,5,SEM,Micro,2000,25.8,142.26,57.08,2580,1.57,0.61,51.6,78.1,225,Decomposed,66.8,81.1,3.9,3.48
C-30-28-R-400-Furnace-Rep2,C-30,400,30,2,1,SEM,Micro,2000,25.55,140.5,56.09,2554,2.064,1.0,54.5,76.7,225,Decomposed,66.1,79.8,4.48,3.3
C-30-28-R-400-Furnace-Rep2,C-30,400,30,2,2,SEM,Micro,5000,24.49,140.94,58.32,2448,1.756,0.48,51.2,76.8,225,Decomposed,66.2,80.0,3.59,3.06
C-30-28-R-400-Furnace-Rep2,C-30,400,30,2,3,SEM,Micro,1000,25.27,137.69,53.98,2526,2.09,0.76,53.5,71.7,225,Decomposed,67.5,88.7,3.81,3.04
C-30-28-R-400-Furnace-Rep2,C-30,400,30,2,4,SEM,Micro,1000,25.93,138.89,54.68,2592,1.941,0.99,51.7,76.2,225,Decomposed,69.7,83.8,4.57,3.11
C-30-28-R-400-Furnace-Rep2,C-30,400,30,2,5,SEM,Micro,2000,25.09,138.78,54.98,2508,1.683,0.95,52.0,75.7,225,Decomposed,65.8,77.0,4.14,3.77
C-30-28-R-400-Furnace-Rep3,C-30,400,30,3,1,SEM,Micro,5000,26.19,136.39,55.93,2618,1.877,0.75,50.7,75.4,225,Decomposed,67.7,85.7,3.89,3.8
C-30-28-R-400-Furnace-Rep3,C-30,400,30,3,2,SEM,Micro,5000,25.73,141.01,56.58,2573,1.726,0.61,52.3,75.3,225,Decomposed,65.5,83.8,5.04,3.6
C-30-28-R-400-Furnace-Rep3,C-30,400,30,3,3,SEM,Micro,1000,25.69,140.79,57.9,2568,1.862,0.54,51.1,76.5,225,Decomposed,67.6,81.1,4.28,3.03
C-30-28-R-400-Furnace-Rep3,C-30,400,30,3,4,SEM,Micro,1000,25.74,136.91,55.84,2574,1.859,0.75,55.2,72.4,225,Decomposed,63.3,80.7,4.52,3.6
C-30-28-R-400-Furnace-Rep3,C-30,400,30,3,5,SEM,Micro,2000,25.35,141.39,56.32,2535,1.613,0.81,53.0,72.8,225,Decomposed,69.8,84.6,4.21,3.43
C-30-28-R-600-Furnace-Rep1,C-30,600,30,1,1,SEM,Micro,500,31.42,173.91,69.54,3141,2.846,1.36,43.1,70.3,112,Fully Volatilized,43.1,78.9,6.25,3.94
C-30-28-R-600-Furnace-Rep1,C-30,600,30,1,2,SEM,Micro,5000,30.87,173.1,69.31,3086,3.023,1.51,41.3,71.4,112,Fully Volatilized,44.9,74.3,6.21,4.76
C-30-28-R-600-Furnace-Rep1,C-30,600,30,1,3,SEM,Micro,2000,30.56,168.58,67.14,3056,2.765,1.79,42.0,68.9,112,Fully Volatilized,43.9,70.1,5.8,4.06
C-30-28-R-600-Furnace-Rep1,C-30,600,30,1,4,SEM,Micro,2000,30.98,173.7,69.64,3098,2.915,1.44,45.5,69.0,112,Fully Volatilized,42.6,71.8,6.69,4.86
C-30-28-R-600-Furnace-Rep1,C-30,600,30,1,5,SEM,Micro,1000,31.98,168.88,69.54,3198,3.105,1.78,42.7,69.4,112,Fully Volatilized,44.2,74.2,6.63,4.08
C-30-28-R-600-Furnace-Rep2,C-30,600,30,2,1,SEM,Micro,5000,31.12,170.01,69.58,3111,2.53,1.47,40.3,70.7,112,Fully Volatilized,42.1,74.4,5.95,4.43
C-30-28-R-600-Furnace-Rep2,C-30,600,30,2,2,SEM,Micro,500,30.82,172.56,70.07,3081,3.175,1.51,44.9,68.6,112,Fully Volatilized,47.1,78.7,6.54,3.5
