specimen,operation_hours,roi_id,region,crack_density_per_mm2,avg_crack_length_um,avg_crack_width_um,max_crack_length_um,magnification,accelerating_voltage_kV
10_thermal_cycles,40,3,interface_ec,15.603371293221826,88.67421951292313,3.7004893377174928,158.99045822598129,5000x,15
10_thermal_cycles,40,4,anode,6.437249527361171,42.287951394292286,1.7363267580062534,77.46302555541813,5000x,15
10_thermal_cycles,40,4,electrolyte,3.9571285909323177,31.728733951092973,1.2240392415587984,58.379418520983165,5000x,15
10_thermal_cycles,40,4,cathode,6.189214895595382,38.099535895354144,1.6601462314098554,68.14265964994493,5000x,15
10_thermal_cycles,40,4,interface_ae,15.155245170331494,85.66238638481677,3.5464681255397266,154.5672999077792,5000x,15
10_thermal_cycles,40,4,interface_ec,15.212501415940508,88.3809499691516,3.6768041765802666,160.3378040631324,5000x,15
10_thermal_cycles,40,5,anode,6.4389651496497455,39.776512326335684,1.8332250109306092,70.40543195784485,5000x,15
10_thermal_cycles,40,5,electrolyte,4.5214284965816685,32.9709694519629,1.3359983585590254,60.164588043694955,5000x,15
10_thermal_cycles,40,5,cathode,6.437154722971253,41.938603651253246,1.7902909633465456,78.07842749152813,5000x,15
10_thermal_cycles,40,5,interface_ae,15.551247700159347,85.95394866122876,3.6385371439726866,153.3753149982526,5000x,15
10_thermal_cycles,40,5,interface_ec,15.741771317409942,86.42657403441868,3.677767157463906,152.0349030149966,5000x,15
10_thermal_cycles,40,6,anode,5.925560603903852,41.860237518951074,1.6093480275692482,75.86147161285129,5000x,15
10_thermal_cycles,40,6,electrolyte,4.097136783549759,28.481425132781176,1.2559052938454691,52.222678073083024,5000x,15
10_thermal_cycles,40,6,cathode,6.581568370600038,41.37429029601764,1.7473861720781314,72.90589714767312,5000x,15
10_thermal_cycles,40,6,interface_ae,15.452816497708717,89.15965301074094,3.7325206007548895,164.8997243433391,5000x,15
10_thermal_cycles,40,6,interface_ec,15.17050806497791,85.60142782930568,3.4405998044784853,153.53438523705722,5000x,15
10_thermal_cycles,40,7,anode,5.896663805881724,33.96003121853196,1.7113484560128098,65.53747169244076,5000x,15
10_thermal_cycles,40,7,electrolyte,4.1578483181495764,31.68225801402197,1.300040101433179,56.334399668038515,5000x,15
10_thermal_cycles,40,7,cathode,5.777601421207704,36.50374962816087,1.6996896483003638,64.31172240177148,5000x,15
10_thermal_cycles,40,7,interface_ae,15.399684636897842,91.08616040019731,3.6900809169828817,161.47683536016862,5000x,15
10_thermal_cycles,40,7,interface_ec,15.368187965247193,87.40779512501373,3.493463868027652,155.97601383625585,5000x,15
10_thermal_cycles,40,8,anode,4.999377003954978,33.5663203622373,1.5872134612545314,56.06411627536272,5000x,15
10_thermal_cycles,40,8,electrolyte,4.513565670802123,32.91509016851895,1.4255333248409923,61.82413505771554,5000x,15
10_thermal_cycles,40,8,cathode,5.6897648541948325,40.92109601487083,1.7489093333790635,75.27959540595478,5000x,15
10_thermal_cycles,40,8,interface_ae,15.404363389703649,83.45935386487017,3.7085506976787186,151.8533016401821,5000x,15
10_thermal_cycles,40,8,interface_ec,15.551877909286716,86.74558671215637,3.5287774607875515,151.19546924245216,5000x,15
10_thermal_cycles,40,9,anode,6.384314431361693,42.475139328404566,1.7783787097227206,79.44536574590532,5000x,15
10_thermal_cycles,40,9,electrolyte,4.24403923587076,33.45961615852098,1.433857517308179,58.38924405345245,5000x,15
10_thermal_cycles,40,9,cathode,6.022522489094039,41.82417818776929,1.7224599281604045,74.21507344862292,5000x,15
10_thermal_cycles,40,9,interface_ae,15.65598785897866,89.06572647391347,3.466389326052654,156.8716051497854,5000x,15
10_thermal_cycles,40,9,interface_ec,14.942262547322064,84.63558919068552,3.5319784494699924,155.30725620673346,5000x,15
10_thermal_cycles,40,10,anode,6.1269058066985975,38.52934997289199,1.8723784872779456,64.77173988323943,5000x,15
10_thermal_cycles,40,10,electrolyte,4.372793947955254,35.51294097244371,1.398866366646084,71.1174061610171,5000x,15
10_thermal_cycles,40,10,cathode,6.120711323311112,39.88131918507988,1.646250622567664,71.76996391216493,5000x,15
10_thermal_cycles,40,10,interface_ae,16.019751053279727,92.46418552567594,3.79643109719743,167.9159648850515,5000x,15
10_thermal_cycles,40,10,interface_ec,16.06025880961564,87.48564611465713,3.7921090090713583,157.4115285343654,5000x,15
