Mix_ID,Temperature_C,Data_Type,Property_Type,Moisture_Diffusivity_Mean_m2_s,Moisture_Diffusivity_Std_m2_s,Sorption_Capacity_Mean_kg_kg,Sorption_Capacity_Std_kg_kg,Moisture_Permeability_kg_m_s_Pa,Rubber_Content_Percent,Particle_Size
R15S,330,Calibration,Transport,2.65e-09,5.83e-10,0.0205,0.00369,5.43e-08,15.0,small
R15S,340,Calibration,Transport,2.97e-09,6.54e-10,0.02008,0.00362,5.97e-08,15.0,small
R15S,350,Calibration,Transport,3.32e-09,7.31e-10,0.01968,0.00354,6.54e-08,15.0,small
R15S,360,Calibration,Transport,3.70e-09,8.15e-10,0.01928,0.00347,7.14e-08,15.0,small
R15S,370,Validation,Transport,4.12e-09,9.05e-10,0.0189,0.0034,7.78e-08,15.0,small
R15S,380,Calibration,Transport,4.56e-09,1.00e-09,0.01852,0.00333,8.45e-08,15.0,small
R15S,390,Calibration,Transport,5.04e-09,1.11e-09,0.01816,0.00327,9.16e-08,15.0,small
R15S,400,Validation,Transport,5.56e-09,1.22e-09,0.0178,0.0032,9.90e-08,15.0,small
R15S,410,Calibration,Transport,6.18e-09,1.36e-09,0.01746,0.00314,1.08e-07,15.0,small
R15S,420,Calibration,Transport,6.82e-09,1.50e-09,0.01712,0.00308,1.17e-07,15.0,small
R15S,430,Calibration,Transport,7.49e-09,1.65e-09,0.01679,0.00302,1.26e-07,15.0,small
R15S,440,Calibration,Transport,8.21e-09,1.81e-09,0.01646,0.00296,1.35e-07,15.0,small
R15S,450,Validation,Transport,8.97e-09,1.97e-09,0.01615,0.00291,1.45e-07,15.0,small
R15S,460,Calibration,Transport,9.79e-09,2.15e-09,0.01584,0.00285,1.55e-07,15.0,small
R15S,470,Validation,Transport,1.07e-08,2.34e-09,0.01554,0.0028,1.66e-07,15.0,small
R15S,480,Calibration,Transport,1.16e-08,2.55e-09,0.01525,0.00274,1.77e-07,15.0,small
R15S,490,Calibration,Transport,1.26e-08,2.76e-09,0.01496,0.00269,1.88e-07,15.0,small
R15S,500,Calibration,Transport,1.36e-08,2.99e-09,0.01468,0.00264,2.00e-07,15.0,small
R15S,510,Calibration,Transport,1.47e-08,3.23e-09,0.01441,0.00259,2.12e-07,15.0,small
R15S,520,Calibration,Transport,1.59e-08,3.49e-09,0.01414,0.00255,2.24e-07,15.0,small
R15S,530,Validation,Transport,1.71e-08,3.76e-09,0.01388,0.0025,2.37e-07,15.0,small
R15S,540,Calibration,Transport,1.84e-08,4.04e-09,0.01362,0.00245,2.50e-07,15.0,small
R15S,550,Validation,Transport,1.97e-08,4.34e-09,0.01337,0.00241,2.64e-07,15.0,small
R15S,560,Calibration,Transport,2.12e-08,4.66e-09,0.01313,0.00236,2.78e-07,15.0,small
R15S,570,Validation,Transport,2.27e-08,4.99e-09,0.01289,0.00232,2.92e-07,15.0,small
R15S,580,Validation,Transport,2.43e-08,5.34e-09,0.01266,0.00228,3.07e-07,15.0,small
R15S,590,Validation,Transport,2.59e-08,5.70e-09,0.01243,0.00224,3.22e-07,15.0,small
R15S,600,Validation,Transport,2.77e-08,6.08e-09,0.0122,0.0022,3.37e-07,15.0,small
R15S,610,Validation,Transport,2.95e-08,6.48e-09,0.01198,0.00216,3.53e-07,15.0,small
R15S,620,Calibration,Transport,3.14e-08,6.90e-09,0.01177,0.00212,3.69e-07,15.0,small
R15S,630,Calibration,Transport,3.34e-08,7.34e-09,0.01156,0.00208,3.86e-07,15.0,small
R15S,640,Calibration,Transport,3.55e-08,7.80e-09,0.01135,0.00204,4.03e-07,15.0,small
R15S,650,Validation,Transport,3.76e-08,8.28e-09,0.01115,0.00201,4.20e-07,15.0,small
R15S,660,Calibration,Transport,3.99e-08,8.77e-09,0.01096,0.00197,4.37e-07,15.0,small
R15S,670,Validation,Transport,4.22e-08,9.29e-09,0.01076,0.00194,4.55e-07,15.0,small
R15S,680,Calibration,Transport,4.47e-08,9.83e-09,0.01057,0.0019,4.73e-07,15.0,small
R15S,690,Calibration,Transport,4.73e-08,1.04e-08,0.01039,0.00187,4.91e-07,15.0,small
R15S,700,Calibration,Transport,4.99e-08,1.10e-08,0.01021,0.00184,5.09e-07,15.0,small
R15S,710,Calibration,Transport,5.27e-08,1.16e-08,0.01003,0.00181,5.28e-07,15.0,small
R15S,720,Calibration,Transport,5.55e-08,1.22e-08,0.00986,0.00177,5.47e-07,15.0,small
R15S,730,Calibration,Transport,5.85e-08,1.29e-08,0.00968,0.00174,5.67e-07,15.0,small
R15S,740,Calibration,Transport,6.16e-08,1.35e-08,0.00952,0.00171,5.86e-07,15.0,small
R15S,750,Calibration,Transport,6.48e-08,1.43e-08,0.00935,0.00168,6.06e-07,15.0,small
R15S,760,Calibration,Transport,6.81e-08,1.50e-08,0.00919,0.00165,6.26e-07,15.0,small
R15S,770,Calibration,Transport,7.15e-08,1.57e-08,0.00903,0.00163,6.46e-07,15.0,small
R15S,780,Validation,Transport,7.51e-08,1.65e-08,0.00888,0.0016,6.66e-07,15.0,small
R15S,790,Calibration,Transport,7.87e-08,1.73e-08,0.00873,0.00157,6.87e-07,15.0,small
R15S,800,Calibration,Transport,8.25e-08,1.82e-08,0.00858,0.00154,7.08e-07,15.0,small
R20S,20,Calibration,Transport,3.40e-12,7.48e-13,0.0423,0.00761,1.44e-10,20.0,small
R20S,30,Calibration,Transport,5.07e-12,1.12e-12,0.04107,0.00739,2.08e-10,20.0,small
R20S,40,Calibration,Transport,7.40e-12,1.63e-12,0.03989,0.00718,2.95e-10,20.0,small
R20S,50,Calibration,Transport,1.06e-11,2.32e-12,0.03877,0.00698,4.09e-10,20.0,small
R20S,60,Calibration,Transport,1.48e-11,3.25e-12,0.03769,0.00678,5.57e-10,20.0,small
R20S,70,Calibration,Transport,2.03e-11,4.47e-12,0.03667,0.0066,7.45e-10,20.0,small
R20S,80,Calibration,Transport,2.75e-11,6.05e-12,0.03568,0.00642,9.81e-10,20.0,small
R20S,90,Validation,Transport,3.66e-11,8.06e-12,0.03474,0.00625,1.27e-09,20.0,small
R20S,100,Validation,Transport,4.81e-11,1.06e-11,0.03383,0.00609,1.63e-09,20.0,small
R20S,110,Calibration,Transport,6.42e-11,1.41e-11,0.03296,0.00593,2.12e-09,20.0,small
R20S,120,Calibration,Transport,8.32e-11,1.83e-11,0.03212,0.00578,2.67e-09,20.0,small
R20S,130,Calibration,Transport,1.06e-10,2.33e-11,0.03131,0.00564,3.32e-09,20.0,small
R20S,140,Calibration,Transport,1.34e-10,2.94e-11,0.03054,0.0055,4.08e-09,20.0,small
R20S,150,Validation,Transport,1.67e-10,3.67e-11,0.02979,0.00536,4.97e-09,20.0,small
R20S,160,Calibration,Transport,2.06e-10,4.54e-11,0.02906,0.00523,5.99e-09,20.0,small
R20S,170,Calibration,Transport,2.53e-10,5.56e-11,0.02836,0.00511,7.17e-09,20.0,small
R20S,180,Calibration,Transport,3.07e-10,6.76e-11,0.02769,0.00498,8.50e-09,20.0,small
R20S,190,Validation,Transport,3.70e-10,8.15e-11,0.02704,0.00487,1.00e-08,20.0,small
R20S,200,Calibration,Transport,4.44e-10,9.76e-11,0.02641,0.00475,1.17e-08,20.0,small
R20S,210,Calibration,Transport,5.28e-10,1.16e-10,0.02579,0.00464,1.36e-08,20.0,small
R20S,220,Calibration,Transport,6.24e-10,1.37e-10,0.0252,0.00454,1.57e-08,20.0,small
R20S,230,Calibration,Transport,7.34e-10,1.61e-10,0.02463,0.00443,1.81e-08,20.0,small
R20S,240,Calibration,Transport,8.58e-10,1.89e-10,0.02407,0.00433,2.06e-08,20.0,small
R20S,250,Calibration,Transport,9.98e-10,2.19e-10,0.02354,0.00424,2.35e-08,20.0,small
R20S,260,Calibration,Transport,1.15e-09,2.54e-10,0.02301,0.00414,2.66e-08,20.0,small
R20S,270,Calibration,Transport,1.33e-09,2.93e-10,0.02251,0.00405,2.99e-08,20.0,small
R20S,280,Calibration,Transport,1.53e-09,3.36e-10,0.02201,0.00396,3.36e-08,20.0,small
R20S,290,Calibration,Transport,1.74e-09,3.83e-10,0.02154,0.00388,3.75e-08,20.0,small
R20S,300,Calibration,Transport,1.98e-09,4.36e-10,0.02107,0.00379,4.18e-08,20.0,small
R20S,310,Calibration,Transport,2.25e-09,4.94e-10,0.02062,0.00371,4.63e-08,20.0,small
R20S,320,Validation,Transport,2.54e-09,5.58e-10,0.02018,0.00363,5.12e-08,20.0,small
R20S,330,Calibration,Transport,2.86e-09,6.28e-10,0.01975,0.00356,5.64e-08,20.0,small
R20S,340,Calibration,Transport,3.20e-09,7.05e-10,0.01934,0.00348,6.19e-08,20.0,small
R20S,350,Calibration,Transport,3.58e-09,7.88e-10,0.01893,0.00341,6.78e-08,20.0,small
R20S,360,Calibration,Transport,3.99e-09,8.79e-10,0.01854,0.00334,7.40e-08,20.0,small
R20S,370,Validation,Transport,4.44e-09,9.77e-10,0.01815,0.00327,8.06e-08,20.0,small
R20S,380,Calibration,Transport,4.92e-09,1.08e-09,0.01778,0.0032,8.75e-08,20.0,small
R20S,390,Validation,Transport,5.45e-09,1.20e-09,0.01742,0.00314,9.48e-08,20.0,small
R20S,400,Calibration,Transport,6.01e-09,1.32e-09,0.01706,0.00307,1.03e-07,20.0,small
R20S,410,Calibration,Transport,6.68e-09,1.47e-09,0.01672,0.00301,1.12e-07,20.0,small
R20S,420,Validation,Transport,7.36e-09,1.62e-09,0.01638,0.00295,1.21e-07,20.0,small
R20S,430,Validation,Transport,8.09e-09,1.78e-09,0.01605,0.00289,1.30e-07,20.0,small
R20S,440,Validation,Transport,8.87e-09,1.95e-09,0.01573,0.00283,1.40e-07,20.0,small
R20S,450,Validation,Transport,9.70e-09,2.13e-09,0.01542,0.00278,1.50e-07,20.0,small
R20S,460,Calibration,Transport,1.06e-08,2.33e-09,0.01511,0.00272,1.60e-07,20.0,small
R20S,470,Validation,Transport,1.15e-08,2.54e-09,0.01481,0.00267,1.71e-07,20.0,small
R20S,480,Calibration,Transport,1.25e-08,2.76e-09,0.01452,0.00261,1.82e-07,20.0,small
R20S,490,Validation,Transport,1.36e-08,2.99e-09,0.01424,0.00256,1.94e-07,20.0,small
R20S,500,Calibration,Transport,1.47e-08,3.24e-09,0.01396,0.00251,2.05e-07,20.0,small
R20S,510,Validation,Transport,1.59e-08,3.50e-09,0.01369,0.00246,2.18e-07,20.0,small
R20S,520,Calibration,Transport,1.72e-08,3.78e-09,0.01342,0.00242,2.31e-07,20.0,small
R20S,530,Calibration,Transport,1.85e-08,4.07e-09,0.01317,0.00237,2.44e-07,20.0,small
R20S,540,Calibration,Transport,1.99e-08,4.38e-09,0.01291,0.00232,2.57e-07,20.0,small
R20S,550,Validation,Transport,2.14e-08,4.71e-09,0.01267,0.00228,2.71e-07,20.0,small
R20S,560,Calibration,Transport,2.30e-08,5.05e-09,0.01242,0.00224,2.85e-07,20.0,small
R20S,570,Calibration,Transport,2.46e-08,5.41e-09,0.01219,0.00219,3.00e-07,20.0,small
R20S,580,Calibration,Transport,2.63e-08,5.79e-09,0.01196,0.00215,3.15e-07,20.0,small
R20S,590,Calibration,Transport,2.81e-08,6.19e-09,0.01173,0.00211,3.30e-07,20.0,small
R20S,600,Validation,Transport,3.00e-08,6.60e-09,0.01151,0.00207,3.45e-07,20.0,small
R20S,610,Calibration,Transport,3.20e-08,7.04e-09,0.01129,0.00203,3.61e-07,20.0,small
R20S,620,Validation,Transport,3.41e-08,7.50e-09,0.01108,0.00199,3.78e-07,20.0,small
R20S,630,Calibration,Transport,3.63e-08,7.98e-09,0.01087,0.00196,3.94e-07,20.0,small
R20S,640,Calibration,Transport,3.85e-08,8.48e-09,0.01067,0.00192,4.11e-07,20.0,small
R20S,650,Validation,Transport,4.09e-08,9.00e-09,0.01047,0.00189,4.28e-07,20.0,small
R20S,660,Calibration,Transport,4.34e-08,9.54e-09,0.01028,0.00185,4.46e-07,20.0,small
R20S,670,Calibration,Transport,4.59e-08,1.01e-08,0.01009,0.00182,4.64e-07,20.0,small
R20S,680,Calibration,Transport,4.86e-08,1.07e-08,0.0099,0.00178,4.82e-07,20.0,small
R20S,690,Validation,Transport,5.14e-08,1.13e-08,0.00972,0.00175,5.00e-07,20.0,small
R20S,700,Calibration,Transport,5.43e-08,1.20e-08,0.00954,0.00172,5.18e-07,20.0,small
R20S,710,Validation,Transport,5.73e-08,1.26e-08,0.00937,0.00169,5.37e-07,20.0,small
R20S,720,Validation,Transport,6.05e-08,1.33e-08,0.0092,0.00166,5.56e-07,20.0,small
R20S,730,Calibration,Transport,6.37e-08,1.40e-08,0.00903,0.00163,5.75e-07,20.0,small
R20S,740,Calibration,Transport,6.71e-08,1.48e-08,0.00887,0.0016,5.95e-07,20.0,small
R20S,750,Calibration,Transport,7.06e-08,1.55e-08,0.0087,0.00157,6.15e-07,20.0,small
R20S,760,Calibration,Transport,7.42e-08,1.63e-08,0.00855,0.00154,6.35e-07,20.0,small
R20S,770,Calibration,Transport,7.80e-08,1.72e-08,0.00839,0.00151,6.55e-07,20.0,small
R20S,780,Calibration,Transport,8.19e-08,1.80e-08,0.00824,0.00148,6.75e-07,20.0,small
R20S,790,Calibration,Transport,8.59e-08,1.89e-08,0.00809,0.00146,6.95e-07,20.0,small
R20S,800,Validation,Transport,9.01e-08,1.98e-08,0.00795,0.00143,7.16e-07,20.0,small
R10L,20,Validation,Transport,3.04e-12,6.69e-13,0.04338,0.00781,1.32e-10,10.0,large
R10L,30,Validation,Transport,4.54e-12,9.98e-13,0.04217,0.00759,1.91e-10,10.0,large
R10L,40,Calibration,Transport,6.61e-12,1.45e-12,0.04101,0.00738,2.71e-10,10.0,large
R10L,50,Calibration,Transport,9.44e-12,2.08e-12,0.03991,0.00718,3.77e-10,10.0,large
R10L,60,Calibration,Transport,1.32e-11,2.91e-12,0.03886,0.00699,5.13e-10,10.0,large
R10L,70,Validation,Transport,1.82e-11,3.99e-12,0.03785,0.00681,6.87e-10,10.0,large
R10L,80,Calibration,Transport,2.45e-11,5.40e-12,0.03688,0.00664,9.05e-10,10.0,large
R10L,90,Validation,Transport,3.27e-11,7.19e-12,0.03595,0.00647,1.18e-09,10.0,large
R10L,100,Calibration,Transport,4.30e-11,9.45e-12,0.03506,0.00631,1.51e-09,10.0,large
R10L,110,Calibration,Transport,5.73e-11,1.26e-11,0.0342,0.00616,1.96e-09,10.0,large
R10L,120,Validation,Transport,7.42e-11,1.63e-11,0.03337,0.00601,2.48e-09,10.0,large
R10L,130,Calibration,Transport,9.46e-11,2.08e-11,0.03258,0.00586,3.08e-09,10.0,large
R10L,140,Validation,Transport,1.19e-10,2.62e-11,0.03181,0.00573,3.79e-09,10.0,large
R10L,150,Validation,Transport,1.49e-10,3.27e-11,0.03107,0.00559,4.62e-09,10.0,large
R10L,160,Calibration,Transport,1.84e-10,4.04e-11,0.03036,0.00546,5.57e-09,10.0,large
R10L,170,Calibration,Transport,2.25e-10,4.95e-11,0.02967,0.00534,6.67e-09,10.0,large
R10L,180,Calibration,Transport,2.73e-10,6.01e-11,0.029,0.00522,7.92e-09,10.0,large
R10L,190,Validation,Transport,3.29e-10,7.25e-11,0.02836,0.0051,9.34e-09,10.0,large
R10L,200,Calibration,Transport,3.94e-10,8.67e-11,0.02773,0.00499,1.09e-08,10.0,large
R10L,210,Calibration,Transport,4.69e-10,1.03e-10,0.02713,0.00488,1.27e-08,10.0,large
R10L,220,Calibration,Transport,5.54e-10,1.22e-10,0.02654,0.00478,1.47e-08,10.0,large
R10L,230,Validation,Transport,6.51e-10,1.43e-10,0.02598,0.00468,1.69e-08,10.0,large
R10L,240,Calibration,Transport,7.61e-10,1.67e-10,0.02543,0.00458,1.93e-08,10.0,large
R10L,250,Validation,Transport,8.84e-10,1.95e-10,0.02489,0.00448,2.20e-08,10.0,large
R10L,260,Validation,Transport,1.02e-09,2.25e-10,0.02437,0.00439,2.49e-08,10.0,large
R10L,270,Calibration,Transport,1.18e-09,2.59e-10,0.02387,0.0043,2.81e-08,10.0,large
R10L,280,Calibration,Transport,1.35e-09,2.97e-10,0.02338,0.00421,3.16e-08,10.0,large
R10L,290,Validation,Transport,1.54e-09,3.39e-10,0.02291,0.00412,3.53e-08,10.0,large
R10L,300,Calibration,Transport,1.75e-09,3.86e-10,0.02244,0.00404,3.93e-08,10.0,large
R10L,310,Validation,Transport,1.99e-09,4.37e-10,0.02199,0.00396,4.37e-08,10.0,large
R10L,320,Calibration,Transport,2.24e-09,4.93e-10,0.02156,0.00388,4.83e-08,10.0,large
R10L,330,Calibration,Transport,2.52e-09,5.55e-10,0.02113,0.0038,5.33e-08,10.0,large
R10L,340,Validation,Transport,2.83e-09,6.22e-10,0.02072,0.00373,5.85e-08,10.0,large
R10L,350,Calibration,Transport,3.16e-09,6.95e-10,0.02031,0.00366,6.42e-08,10.0,large
R10L,360,Calibration,Transport,3.52e-09,7.74e-10,0.01992,0.00359,7.01e-08,10.0,large
R10L,370,Calibration,Transport,3.91e-09,8.60e-10,0.01954,0.00352,7.64e-08,10.0,large
R10L,380,Calibration,Transport,4.33e-09,9.53e-10,0.01916,0.00345,8.30e-08,10.0,large
R10L,390,Calibration,Transport,4.79e-09,1.05e-09,0.0188,0.00338,9.00e-08,10.0,large
R10L,400,Calibration,Transport,5.28e-09,1.16e-09,0.01844,0.00332,9.74e-08,10.0,large
R10L,410,Validation,Transport,5.87e-09,1.29e-09,0.0181,0.00326,1.06e-07,10.0,large
R10L,420,Calibration,Transport,6.47e-09,1.42e-09,0.01776,0.0032,1.15e-07,10.0,large
R10L,430,Calibration,Transport,7.11e-09,1.56e-09,0.01743,0.00314,1.24e-07,10.0,large
R10L,440,Calibration,Transport,7.79e-09,1.71e-09,0.01711,0.00308,1.33e-07,10.0,large
R10L,450,Validation,Transport,8.51e-09,1.87e-09,0.01679,0.00302,1.43e-07,10.0,large
R10L,460,Calibration,Transport,9.28e-09,2.04e-09,0.01648,0.00297,1.53e-07,10.0,large
R10L,470,Validation,Transport,1.01e-08,2.22e-09,0.01618,0.00291,1.63e-07,10.0,large
R10L,480,Calibration,Transport,1.10e-08,2.41e-09,0.01589,0.00286,1.74e-07,10.0,large
R10L,490,Calibration,Transport,1.19e-08,2.62e-09,0.0156,0.00281,1.86e-07,10.0,large
R10L,500,Calibration,Transport,1.29e-08,2.83e-09,0.01532,0.00276,1.97e-07,10.0,large
R10L,510,Calibration,Transport,1.39e-08,3.06e-09,0.01505,0.00271,2.09e-07,10.0,large
R10L,520,Calibration,Transport,1.50e-08,3.30e-09,0.01478,0.00266,2.22e-07,10.0,large
R10L,530,Calibration,Transport,1.62e-08,3.56e-09,0.01452,0.00261,2.35e-07,10.0,large
R10L,540,Validation,Transport,1.74e-08,3.82e-09,0.01426,0.00257,2.48e-07,10.0,large
R10L,550,Calibration,Transport,1.87e-08,4.11e-09,0.01401,0.00252,2.61e-07,10.0,large
R10L,560,Calibration,Transport,2.00e-08,4.40e-09,0.01377,0.00248,2.75e-07,10.0,large
R10L,570,Calibration,Transport,2.14e-08,4.71e-09,0.01353,0.00243,2.90e-07,10.0,large
R10L,580,Validation,Transport,2.29e-08,5.04e-09,0.01329,0.00239,3.05e-07,10.0,large
R10L,590,Calibration,Transport,2.45e-08,5.39e-09,0.01306,0.00235,3.20e-07,10.0,large
R10L,600,Calibration,Transport,2.61e-08,5.75e-09,0.01283,0.00231,3.35e-07,10.0,large
R10L,610,Calibration,Transport,2.78e-08,6.12e-09,0.01261,0.00227,3.51e-07,10.0,large
R10L,620,Validation,Transport,2.96e-08,6.52e-09,0.0124,0.00223,3.67e-07,10.0,large
R10L,630,Calibration,Transport,3.15e-08,6.93e-09,0.01219,0.00219,3.84e-07,10.0,large
R10L,640,Calibration,Transport,3.34e-08,7.36e-09,0.01198,0.00216,4.01e-07,10.0,large
R10L,650,Validation,Transport,3.55e-08,7.80e-09,0.01178,0.00212,4.18e-07,10.0,large
R10L,660,Validation,Transport,3.76e-08,8.27e-09,0.01158,0.00208,4.35e-07,10.0,large
R10L,670,Calibration,Transport,3.98e-08,8.76e-09,0.01138,0.00205,4.53e-07,10.0,large
R10L,680,Validation,Transport,4.21e-08,9.26e-09,0.01119,0.00201,4.71e-07,10.0,large
R10L,690,Calibration,Transport,4.45e-08,9.79e-09,0.011,0.00198,4.90e-07,10.0,large
R10L,700,Calibration,Transport,4.70e-08,1.03e-08,0.01082,0.00195,5.08e-07,10.0,large
R10L,710,Calibration,Transport,4.96e-08,1.09e-08,0.01064,0.00192,5.27e-07,10.0,large
R10L,720,Calibration,Transport,5.23e-08,1.15e-08,0.01046,0.00188,5.47e-07,10.0,large
R10L,730,Calibration,Transport,5.50e-08,1.21e-08,0.01029,0.00185,5.66e-07,10.0,large
R10L,740,Validation,Transport,5.79e-08,1.27e-08,0.01012,0.00182,5.86e-07,10.0,large
R10L,750,Calibration,Transport,6.09e-08,1.34e-08,0.00995,0.00179,6.06e-07,10.0,large
R10L,760,Calibration,Transport,6.40e-08,1.41e-08,0.00979,0.00176,6.27e-07,10.0,large
R10L,770,Calibration,Transport,6.72e-08,1.48e-08,0.00963,0.00173,6.47e-07,10.0,large
R10L,780,Validation,Transport,7.05e-08,1.55e-08,0.00947,0.00171,6.68e-07,10.0,large
R10L,790,Calibration,Transport,7.39e-08,1.63e-08,0.00932,0.00168,6.89e-07,10.0,large
R10L,800,Calibration,Transport,7.75e-08,1.70e-08,0.00917,0.00165,7.10e-07,10.0,large
