Mix_ID,Temperature_C,Data_Type,Property_Type,O2_Diffusivity_Mean_m2_s,O2_Diffusivity_Std_m2_s,CO2_Diffusivity_Mean_m2_s,CO2_Diffusivity_Std_m2_s,O2_Permeability_m2_s_Pa,CO2_Permeability_m2_s_Pa,Rubber_Content_Percent,Particle_Size
R10S,640,Calibration,Transport,1.40e-03,2.81e-04,2.18e-03,4.36e-04,1.97e-06,7.19e-05,10.0,small
R10S,650,Calibration,Transport,1.47e-03,2.94e-04,2.29e-03,4.58e-04,2.06e-06,7.55e-05,10.0,small
R10S,660,Calibration,Transport,1.54e-03,3.07e-04,2.40e-03,4.80e-04,2.15e-06,7.92e-05,10.0,small
R10S,670,Validation,Transport,1.60e-03,3.21e-04,2.52e-03,5.04e-04,2.24e-06,8.31e-05,10.0,small
R10S,680,Calibration,Transport,1.67e-03,3.35e-04,2.64e-03,5.28e-04,2.34e-06,8.71e-05,10.0,small
R10S,690,Validation,Transport,1.75e-03,3.49e-04,2.76e-03,5.53e-04,2.44e-06,9.12e-05,10.0,small
R10S,700,Validation,Transport,1.82e-03,3.64e-04,2.89e-03,5.78e-04,2.55e-06,9.54e-05,10.0,small
R10S,710,Validation,Transport,1.90e-03,3.79e-04,3.02e-03,6.05e-04,2.65e-06,9.98e-05,10.0,small
R10S,720,Calibration,Transport,1.97e-03,3.95e-04,3.16e-03,6.32e-04,2.76e-06,1.04e-04,10.0,small
R10S,730,Calibration,Transport,2.05e-03,4.11e-04,3.30e-03,6.60e-04,2.88e-06,1.09e-04,10.0,small
R10S,740,Calibration,Transport,2.14e-03,4.27e-04,3.44e-03,6.89e-04,2.99e-06,1.14e-04,10.0,small
R10S,750,Calibration,Transport,2.22e-03,4.44e-04,3.59e-03,7.19e-04,3.11e-06,1.19e-04,10.0,small
R10S,760,Calibration,Transport,2.31e-03,4.61e-04,3.75e-03,7.49e-04,3.23e-06,1.24e-04,10.0,small
R10S,770,Validation,Transport,2.39e-03,4.79e-04,3.90e-03,7.80e-04,3.35e-06,1.29e-04,10.0,small
R10S,780,Calibration,Transport,2.49e-03,4.97e-04,4.06e-03,8.13e-04,3.48e-06,1.34e-04,10.0,small
R10S,790,Calibration,Transport,2.58e-03,5.16e-04,4.23e-03,8.46e-04,3.61e-06,1.40e-04,10.0,small
R10S,800,Calibration,Transport,2.67e-03,5.35e-04,4.40e-03,8.79e-04,3.74e-06,1.45e-04,10.0,small
R15S,20,Calibration,Transport,2.21e-06,4.41e-07,1.49e-06,2.98e-07,3.09e-09,4.91e-08,15.0,small
R15S,30,Calibration,Transport,2.87e-06,5.75e-07,2.02e-06,4.04e-07,4.02e-09,6.67e-08,15.0,small
R15S,40,Calibration,Transport,3.69e-06,7.38e-07,2.69e-06,5.39e-07,5.17e-09,8.89e-08,15.0,small
R15S,50,Validation,Transport,4.68e-06,9.36e-07,3.54e-06,7.08e-07,6.55e-09,1.17e-07,15.0,small
R15S,60,Calibration,Transport,5.85e-06,1.17e-06,4.58e-06,9.16e-07,8.20e-09,1.51e-07,15.0,small
R15S,70,Validation,Transport,7.25e-06,1.45e-06,5.85e-06,1.17e-06,1.01e-08,1.93e-07,15.0,small
R15S,80,Validation,Transport,8.87e-06,1.77e-06,7.38e-06,1.48e-06,1.24e-08,2.44e-07,15.0,small
R15S,90,Calibration,Transport,1.08e-05,2.15e-06,9.21e-06,1.84e-06,1.51e-08,3.04e-07,15.0,small
R15S,100,Validation,Transport,1.29e-05,2.59e-06,1.14e-05,2.27e-06,1.81e-08,3.75e-07,15.0,small
R15S,110,Calibration,Transport,1.59e-05,3.17e-06,1.43e-05,2.86e-06,2.22e-08,4.72e-07,15.0,small
R15S,120,Validation,Transport,1.90e-05,3.79e-06,1.75e-05,3.50e-06,2.66e-08,5.78e-07,15.0,small
R15S,130,Calibration,Transport,2.24e-05,4.49e-06,2.12e-05,4.24e-06,3.14e-08,6.99e-07,15.0,small
R15S,140,Validation,Transport,2.63e-05,5.26e-06,2.54e-05,5.07e-06,3.68e-08,8.37e-07,15.0,small
R15S,150,Validation,Transport,3.06e-05,6.12e-06,3.02e-05,6.03e-06,4.29e-08,9.95e-07,15.0,small
R15S,160,Validation,Transport,3.54e-05,7.09e-06,3.56e-05,7.12e-06,4.96e-08,1.17e-06,15.0,small
R15S,170,Validation,Transport,4.08e-05,8.15e-06,4.17e-05,8.35e-06,5.71e-08,1.38e-06,15.0,small
R15S,180,Calibration,Transport,4.67e-05,9.33e-06,4.86e-05,9.72e-06,6.53e-08,1.60e-06,15.0,small
R15S,190,Calibration,Transport,5.31e-05,1.06e-05,5.63e-05,1.13e-05,7.44e-08,1.86e-06,15.0,small
R15S,200,Calibration,Transport,6.02e-05,1.20e-05,6.49e-05,1.30e-05,8.43e-08,2.14e-06,15.0,small
R15S,210,Calibration,Transport,6.80e-05,1.36e-05,7.44e-05,1.49e-05,9.51e-08,2.46e-06,15.0,small
R15S,220,Calibration,Transport,7.64e-05,1.53e-05,8.49e-05,1.70e-05,1.07e-07,2.80e-06,15.0,small
R15S,230,Calibration,Transport,8.55e-05,1.71e-05,9.65e-05,1.93e-05,1.20e-07,3.18e-06,15.0,small
R15S,240,Validation,Transport,9.54e-05,1.91e-05,1.09e-04,2.18e-05,1.34e-07,3.60e-06,15.0,small
R15S,250,Calibration,Transport,1.06e-04,2.12e-05,1.23e-04,2.46e-05,1.49e-07,4.06e-06,15.0,small
R15S,260,Validation,Transport,1.18e-04,2.35e-05,1.38e-04,2.76e-05,1.65e-07,4.56e-06,15.0,small
R15S,270,Calibration,Transport,1.30e-04,2.60e-05,1.54e-04,3.09e-05,1.82e-07,5.10e-06,15.0,small
R15S,280,Validation,Transport,1.43e-04,2.86e-05,1.72e-04,3.44e-05,2.00e-07,5.68e-06,15.0,small
R15S,290,Validation,Transport,1.57e-04,3.14e-05,1.91e-04,3.83e-05,2.20e-07,6.32e-06,15.0,small
R15S,300,Calibration,Transport,1.72e-04,3.45e-05,2.12e-04,4.24e-05,2.41e-07,7.00e-06,15.0,small
R15S,310,Calibration,Transport,1.88e-04,3.77e-05,2.34e-04,4.69e-05,2.64e-07,7.73e-06,15.0,small
R15S,320,Validation,Transport,2.05e-04,4.11e-05,2.58e-04,5.16e-05,2.87e-07,8.52e-06,15.0,small
R15S,330,Calibration,Transport,2.23e-04,4.47e-05,2.84e-04,5.67e-05,3.13e-07,9.36e-06,15.0,small
R15S,340,Calibration,Transport,2.42e-04,4.85e-05,3.11e-04,6.22e-05,3.39e-07,1.03e-05,15.0,small
R15S,350,Calibration,Transport,2.63e-04,5.25e-05,3.40e-04,6.80e-05,3.68e-07,1.12e-05,15.0,small
R15S,360,Calibration,Transport,2.84e-04,5.68e-05,3.71e-04,7.42e-05,3.98e-07,1.22e-05,15.0,small
R15S,370,Calibration,Transport,3.06e-04,6.13e-05,4.04e-04,8.08e-05,4.29e-07,1.33e-05,15.0,small
R15S,380,Calibration,Transport,3.30e-04,6.60e-05,4.39e-04,8.78e-05,4.62e-07,1.45e-05,15.0,small
R15S,390,Calibration,Transport,3.55e-04,7.10e-05,4.76e-04,9.52e-05,4.97e-07,1.57e-05,15.0,small
R15S,400,Calibration,Transport,3.81e-04,7.62e-05,5.15e-04,1.03e-04,5.34e-07,1.70e-05,15.0,small
R15S,410,Validation,Transport,4.13e-04,8.26e-05,5.62e-04,1.12e-04,5.78e-07,1.86e-05,15.0,small
R15S,420,Calibration,Transport,4.44e-04,8.87e-05,6.09e-04,1.22e-04,6.21e-07,2.01e-05,15.0,small
R15S,430,Validation,Transport,4.76e-04,9.51e-05,6.58e-04,1.32e-04,6.66e-07,2.17e-05,15.0,small
R15S,440,Calibration,Transport,5.09e-04,1.02e-04,7.09e-04,1.42e-04,7.12e-07,2.34e-05,15.0,small
R15S,450,Calibration,Transport,5.43e-04,1.09e-04,7.62e-04,1.52e-04,7.61e-07,2.52e-05,15.0,small
R15S,460,Calibration,Transport,5.80e-04,1.16e-04,8.19e-04,1.64e-04,8.11e-07,2.70e-05,15.0,small
R15S,470,Calibration,Transport,6.17e-04,1.23e-04,8.78e-04,1.76e-04,8.64e-07,2.90e-05,15.0,small
R15S,480,Calibration,Transport,6.56e-04,1.31e-04,9.39e-04,1.88e-04,9.19e-07,3.10e-05,15.0,small
R15S,490,Calibration,Transport,6.97e-04,1.39e-04,1.00e-03,2.01e-04,9.76e-07,3.31e-05,15.0,small
R15S,500,Calibration,Transport,7.39e-04,1.48e-04,1.07e-03,2.14e-04,1.04e-06,3.54e-05,15.0,small
R15S,510,Calibration,Transport,7.83e-04,1.57e-04,1.14e-03,2.28e-04,1.10e-06,3.77e-05,15.0,small
R15S,520,Calibration,Transport,8.29e-04,1.66e-04,1.22e-03,2.43e-04,1.16e-06,4.01e-05,15.0,small
R15S,530,Calibration,Transport,8.76e-04,1.75e-04,1.29e-03,2.58e-04,1.23e-06,4.26e-05,15.0,small
R15S,540,Calibration,Transport,9.25e-04,1.85e-04,1.37e-03,2.74e-04,1.30e-06,4.53e-05,15.0,small
R15S,550,Validation,Transport,9.76e-04,1.95e-04,1.46e-03,2.91e-04,1.37e-06,4.80e-05,15.0,small
R15S,560,Calibration,Transport,1.03e-03,2.06e-04,1.54e-03,3.08e-04,1.44e-06,5.09e-05,15.0,small
R15S,570,Calibration,Transport,1.08e-03,2.17e-04,1.63e-03,3.26e-04,1.52e-06,5.39e-05,15.0,small
R15S,580,Validation,Transport,1.14e-03,2.28e-04,1.73e-03,3.45e-04,1.60e-06,5.69e-05,15.0,small
R15S,590,Calibration,Transport,1.20e-03,2.40e-04,1.82e-03,3.65e-04,1.68e-06,6.01e-05,15.0,small
R15S,600,Calibration,Transport,1.26e-03,2.52e-04,1.92e-03,3.85e-04,1.76e-06,6.35e-05,15.0,small
R15S,610,Validation,Transport,1.32e-03,2.64e-04,2.03e-03,4.06e-04,1.85e-06,6.69e-05,15.0,small
R15S,620,Calibration,Transport,1.38e-03,2.77e-04,2.14e-03,4.27e-04,1.94e-06,7.05e-05,15.0,small
R15S,630,Calibration,Transport,1.45e-03,2.90e-04,2.25e-03,4.50e-04,2.03e-06,7.42e-05,15.0,small
R15S,640,Calibration,Transport,1.52e-03,3.04e-04,2.36e-03,4.73e-04,2.13e-06,7.80e-05,15.0,small
R15S,650,Calibration,Transport,1.59e-03,3.18e-04,2.48e-03,4.97e-04,2.22e-06,8.20e-05,15.0,small
R15S,660,Calibration,Transport,1.66e-03,3.32e-04,2.61e-03,5.21e-04,2.33e-06,8.60e-05,15.0,small
R15S,670,Calibration,Transport,1.74e-03,3.47e-04,2.74e-03,5.47e-04,2.43e-06,9.03e-05,15.0,small
R15S,680,Calibration,Transport,1.81e-03,3.62e-04,2.87e-03,5.73e-04,2.54e-06,9.46e-05,15.0,small
R15S,690,Calibration,Transport,1.89e-03,3.78e-04,3.00e-03,6.01e-04,2.65e-06,9.91e-05,15.0,small
R15S,700,Validation,Transport,1.97e-03,3.94e-04,3.14e-03,6.29e-04,2.76e-06,1.04e-04,15.0,small
R15S,710,Validation,Transport,2.05e-03,4.11e-04,3.29e-03,6.58e-04,2.88e-06,1.09e-04,15.0,small
R15S,720,Calibration,Transport,2.14e-03,4.28e-04,3.44e-03,6.87e-04,2.99e-06,1.13e-04,15.0,small
R15S,730,Calibration,Transport,2.23e-03,4.45e-04,3.59e-03,7.18e-04,3.12e-06,1.19e-04,15.0,small
R15S,740,Calibration,Transport,2.32e-03,4.63e-04,3.75e-03,7.50e-04,3.24e-06,1.24e-04,15.0,small
R15S,750,Calibration,Transport,2.41e-03,4.82e-04,3.91e-03,7.82e-04,3.37e-06,1.29e-04,15.0,small
R15S,760,Calibration,Transport,2.50e-03,5.01e-04,4.08e-03,8.16e-04,3.50e-06,1.35e-04,15.0,small
R15S,770,Calibration,Transport,2.60e-03,5.20e-04,4.25e-03,8.50e-04,3.64e-06,1.40e-04,15.0,small
R15S,780,Validation,Transport,2.70e-03,5.40e-04,4.43e-03,8.85e-04,3.78e-06,1.46e-04,15.0,small
R15S,790,Calibration,Transport,2.80e-03,5.60e-04,4.61e-03,9.22e-04,3.92e-06,1.52e-04,15.0,small
R15S,800,Calibration,Transport,2.90e-03,5.81e-04,4.79e-03,9.59e-04,4.07e-06,1.58e-04,15.0,small
R20S,20,Calibration,Transport,2.34e-06,4.68e-07,1.58e-06,3.17e-07,3.28e-09,5.23e-08,20.0,small
R20S,30,Calibration,Transport,3.05e-06,6.10e-07,2.15e-06,4.30e-07,4.27e-09,7.10e-08,20.0,small
R20S,40,Validation,Transport,3.92e-06,7.84e-07,2.87e-06,5.74e-07,5.49e-09,9.47e-08,20.0,small
R20S,50,Validation,Transport,4.97e-06,9.93e-07,3.77e-06,7.54e-07,6.95e-09,1.24e-07,20.0,small
R20S,60,Validation,Transport,6.22e-06,1.24e-06,4.88e-06,9.76e-07,8.70e-09,1.61e-07,20.0,small
R20S,70,Calibration,Transport,7.69e-06,1.54e-06,6.23e-06,1.25e-06,1.08e-08,2.06e-07,20.0,small
R20S,80,Calibration,Transport,9.42e-06,1.88e-06,7.86e-06,1.57e-06,1.32e-08,2.59e-07,20.0,small
R20S,90,Calibration,Transport,1.14e-05,2.29e-06,9.81e-06,1.96e-06,1.60e-08,3.24e-07,20.0,small
R20S,100,Calibration,Transport,1.37e-05,2.75e-06,1.21e-05,2.42e-06,1.92e-08,4.00e-07,20.0,small
R20S,110,Calibration,Transport,1.69e-05,3.37e-06,1.52e-05,3.05e-06,2.36e-08,5.03e-07,20.0,small
R20S,120,Validation,Transport,2.02e-05,4.03e-06,1.87e-05,3.73e-06,2.82e-08,6.16e-07,20.0,small
R20S,130,Calibration,Transport,2.38e-05,4.77e-06,2.26e-05,4.52e-06,3.34e-08,7.45e-07,20.0,small
R20S,140,Calibration,Transport,2.80e-05,5.59e-06,2.71e-05,5.41e-06,3.91e-08,8.93e-07,20.0,small
R20S,150,Calibration,Transport,3.26e-05,6.51e-06,3.22e-05,6.43e-06,4.56e-08,1.06e-06,20.0,small
R20S,160,Calibration,Transport,3.77e-05,7.54e-06,3.80e-05,7.59e-06,5.28e-08,1.25e-06,20.0,small
R20S,170,Calibration,Transport,4.34e-05,8.67e-06,4.45e-05,8.91e-06,6.07e-08,1.47e-06,20.0,small
R20S,180,Validation,Transport,4.96e-05,9.93e-06,5.19e-05,1.04e-05,6.95e-08,1.71e-06,20.0,small
R20S,190,Validation,Transport,5.65e-05,1.13e-05,6.01e-05,1.20e-05,7.91e-08,1.98e-06,20.0,small
R20S,200,Validation,Transport,6.41e-05,1.28e-05,6.93e-05,1.39e-05,8.97e-08,2.29e-06,20.0,small
R20S,210,Calibration,Transport,7.24e-05,1.45e-05,7.95e-05,1.59e-05,1.01e-07,2.62e-06,20.0,small
R20S,220,Calibration,Transport,8.13e-05,1.63e-05,9.07e-05,1.81e-05,1.14e-07,2.99e-06,20.0,small
R20S,230,Calibration,Transport,9.11e-05,1.82e-05,1.03e-04,2.06e-05,1.28e-07,3.40e-06,20.0,small
R20S,240,Calibration,Transport,1.02e-04,2.03e-05,1.17e-04,2.33e-05,1.42e-07,3.85e-06,20.0,small
R20S,250,Validation,Transport,1.13e-04,2.26e-05,1.31e-04,2.63e-05,1.58e-07,4.34e-06,20.0,small
R20S,260,Calibration,Transport,1.25e-04,2.51e-05,1.48e-04,2.95e-05,1.75e-07,4.87e-06,20.0,small
R20S,270,Calibration,Transport,1.38e-04,2.77e-05,1.65e-04,3.30e-05,1.94e-07,5.45e-06,20.0,small
R20S,280,Calibration,Transport,1.53e-04,3.05e-05,1.84e-04,3.68e-05,2.14e-07,6.08e-06,20.0,small
R20S,290,Calibration,Transport,1.68e-04,3.35e-05,2.05e-04,4.10e-05,2.35e-07,6.76e-06,20.0,small
R20S,300,Validation,Transport,1.84e-04,3.68e-05,2.27e-04,4.54e-05,2.57e-07,7.49e-06,20.0,small
R20S,310,Calibration,Transport,2.01e-04,4.02e-05,2.51e-04,5.02e-05,2.81e-07,8.28e-06,20.0,small
R20S,320,Calibration,Transport,2.19e-04,4.38e-05,2.77e-04,5.53e-05,3.07e-07,9.13e-06,20.0,small
R20S,330,Calibration,Transport,2.39e-04,4.77e-05,3.04e-04,6.08e-05,3.34e-07,1.00e-05,20.0,small
R20S,340,Calibration,Transport,2.59e-04,5.18e-05,3.33e-04,6.67e-05,3.63e-07,1.10e-05,20.0,small
R20S,350,Validation,Transport,2.81e-04,5.61e-05,3.65e-04,7.29e-05,3.93e-07,1.20e-05,20.0,small
R20S,360,Validation,Transport,3.04e-04,6.07e-05,3.98e-04,7.96e-05,4.25e-07,1.31e-05,20.0,small
R20S,370,Validation,Transport,3.28e-04,6.55e-05,4.33e-04,8.67e-05,4.59e-07,1.43e-05,20.0,small
R20S,380,Validation,Transport,3.53e-04,7.06e-05,4.71e-04,9.42e-05,4.94e-07,1.55e-05,20.0,small
R20S,390,Calibration,Transport,3.80e-04,7.60e-05,5.11e-04,1.02e-04,5.32e-07,1.69e-05,20.0,small
R20S,400,Calibration,Transport,4.08e-04,8.16e-05,5.53e-04,1.11e-04,5.71e-07,1.83e-05,20.0,small
R20S,410,Calibration,Transport,4.42e-04,8.84e-05,6.04e-04,1.21e-04,6.18e-07,1.99e-05,20.0,small
R20S,420,Calibration,Transport,4.75e-04,9.50e-05,6.54e-04,1.31e-04,6.65e-07,2.16e-05,20.0,small
R20S,430,Validation,Transport,5.09e-04,1.02e-04,7.07e-04,1.41e-04,7.13e-07,2.33e-05,20.0,small
R20S,440,Calibration,Transport,5.45e-04,1.09e-04,7.62e-04,1.52e-04,7.63e-07,2.51e-05,20.0,small
R20S,450,Validation,Transport,5.82e-04,1.16e-04,8.19e-04,1.64e-04,8.15e-07,2.70e-05,20.0,small
R20S,460,Calibration,Transport,6.21e-04,1.24e-04,8.80e-04,1.76e-04,8.69e-07,2.90e-05,20.0,small
R20S,470,Calibration,Transport,6.61e-04,1.32e-04,9.44e-04,1.89e-04,9.26e-07,3.11e-05,20.0,small
R20S,480,Calibration,Transport,7.04e-04,1.41e-04,1.01e-03,2.02e-04,9.85e-07,3.33e-05,20.0,small
R20S,490,Validation,Transport,7.47e-04,1.49e-04,1.08e-03,2.16e-04,1.05e-06,3.56e-05,20.0,small
R20S,500,Calibration,Transport,7.93e-04,1.59e-04,1.15e-03,2.31e-04,1.11e-06,3.80e-05,20.0,small
R20S,510,Calibration,Transport,8.40e-04,1.68e-04,1.23e-03,2.46e-04,1.18e-06,4.06e-05,20.0,small
R20S,520,Calibration,Transport,8.90e-04,1.78e-04,1.31e-03,2.62e-04,1.25e-06,4.32e-05,20.0,small
R20S,530,Calibration,Transport,9.41e-04,1.88e-04,1.39e-03,2.78e-04,1.32e-06,4.59e-05,20.0,small
R20S,540,Calibration,Transport,9.94e-04,1.99e-04,1.48e-03,2.96e-04,1.39e-06,4.88e-05,20.0,small
R20S,550,Validation,Transport,1.05e-03,2.10e-04,1.57e-03,3.14e-04,1.47e-06,5.18e-05,20.0,small
R20S,560,Calibration,Transport,1.11e-03,2.21e-04,1.66e-03,3.32e-04,1.55e-06,5.48e-05,20.0,small
R20S,570,Calibration,Transport,1.16e-03,2.33e-04,1.76e-03,3.52e-04,1.63e-06,5.81e-05,20.0,small
R20S,580,Calibration,Transport,1.23e-03,2.45e-04,1.86e-03,3.72e-04,1.72e-06,6.14e-05,20.0,small
R20S,590,Calibration,Transport,1.29e-03,2.58e-04,1.97e-03,3.93e-04,1.80e-06,6.49e-05,20.0,small
R20S,600,Validation,Transport,1.35e-03,2.71e-04,2.08e-03,4.15e-04,1.89e-06,6.85e-05,20.0,small
R20S,610,Calibration,Transport,1.42e-03,2.84e-04,2.19e-03,4.38e-04,1.99e-06,7.22e-05,20.0,small
R20S,620,Calibration,Transport,1.49e-03,2.98e-04,2.31e-03,4.61e-04,2.09e-06,7.61e-05,20.0,small
R20S,630,Calibration,Transport,1.56e-03,3.12e-04,2.43e-03,4.85e-04,2.19e-06,8.01e-05,20.0,small
R20S,640,Validation,Transport,1.64e-03,3.27e-04,2.55e-03,5.11e-04,2.29e-06,8.43e-05,20.0,small
R20S,650,Validation,Transport,1.71e-03,3.42e-04,2.68e-03,5.37e-04,2.40e-06,8.86e-05,20.0,small
R20S,660,Calibration,Transport,1.79e-03,3.58e-04,2.82e-03,5.64e-04,2.51e-06,9.30e-05,20.0,small
R20S,670,Calibration,Transport,1.87e-03,3.74e-04,2.96e-03,5.91e-04,2.62e-06,9.76e-05,20.0,small
R20S,680,Calibration,Transport,1.95e-03,3.91e-04,3.10e-03,6.20e-04,2.73e-06,1.02e-04,20.0,small
R20S,690,Validation,Transport,2.04e-03,4.08e-04,3.25e-03,6.50e-04,2.85e-06,1.07e-04,20.0,small
R20S,700,Calibration,Transport,2.13e-03,4.25e-04,3.40e-03,6.80e-04,2.98e-06,1.12e-04,20.0,small
R20S,710,Calibration,Transport,2.22e-03,4.43e-04,3.56e-03,7.12e-04,3.10e-06,1.17e-04,20.0,small
R20S,720,Calibration,Transport,2.31e-03,4.62e-04,3.72e-03,7.44e-04,3.23e-06,1.23e-04,20.0,small
R20S,730,Calibration,Transport,2.40e-03,4.81e-04,3.89e-03,7.78e-04,3.37e-06,1.28e-04,20.0,small
R20S,740,Calibration,Transport,2.50e-03,5.00e-04,4.06e-03,8.12e-04,3.50e-06,1.34e-04,20.0,small
R20S,750,Validation,Transport,2.60e-03,5.20e-04,4.24e-03,8.48e-04,3.64e-06,1.40e-04,20.0,small
R20S,760,Calibration,Transport,2.70e-03,5.41e-04,4.42e-03,8.84e-04,3.79e-06,1.46e-04,20.0,small
R20S,770,Calibration,Transport,2.81e-03,5.62e-04,4.61e-03,9.22e-04,3.93e-06,1.52e-04,20.0,small
R20S,780,Calibration,Transport,2.92e-03,5.84e-04,4.80e-03,9.60e-04,4.08e-06,1.58e-04,20.0,small
R20S,790,Validation,Transport,3.03e-03,6.06e-04,5.00e-03,1.00e-03,4.24e-06,1.65e-04,20.0,small
R20S,800,Calibration,Transport,3.14e-03,6.28e-04,5.20e-03,1.04e-03,4.40e-06,1.72e-04,20.0,small
R10L,20,Validation,Transport,2.12e-06,4.25e-07,1.43e-06,2.86e-07,2.97e-09,4.72e-08,10.0,large
R10L,30,Calibration,Transport,2.77e-06,5.54e-07,1.94e-06,3.88e-07,3.88e-09,6.41e-08,10.0,large
R10L,40,Calibration,Transport,3.56e-06,7.11e-07,2.59e-06,5.18e-07,4.98e-09,8.55e-08,10.0,large
R10L,50,Calibration,Transport,4.50e-06,9.01e-07,3.40e-06,6.80e-07,6.31e-09,1.12e-07,10.0,large
R10L,60,Calibration,Transport,5.64e-06,1.13e-06,4.40e-06,8.80e-07,7.89e-09,1.45e-07,10.0,large
R10L,70,Calibration,Transport,6.98e-06,1.40e-06,5.62e-06,1.12e-06,9.77e-09,1.85e-07,10.0,large
R10L,80,Validation,Transport,8.54e-06,1.71e-06,7.09e-06,1.42e-06,1.20e-08,2.34e-07,10.0,large
R10L,90,Calibration,Transport,1.04e-05,2.07e-06,8.85e-06,1.77e-06,1.45e-08,2.92e-07,10.0,large
R10L,100,Calibration,Transport,1.25e-05,2.49e-06,1.09e-05,2.18e-06,1.74e-08,3.60e-07,10.0,large
R10L,110,Calibration,Transport,1.53e-05,3.05e-06,1.37e-05,2.75e-06,2.14e-08,4.53e-07,10.0,large
R10L,120,Validation,Transport,1.82e-05,3.65e-06,1.68e-05,3.36e-06,2.55e-08,5.55e-07,10.0,large
R10L,130,Validation,Transport,2.16e-05,4.31e-06,2.03e-05,4.06e-06,3.02e-08,6.71e-07,10.0,large
R10L,140,Calibration,Transport,2.53e-05,5.06e-06,2.44e-05,4.87e-06,3.54e-08,8.04e-07,10.0,large
R10L,150,Validation,Transport,2.94e-05,5.89e-06,2.89e-05,5.79e-06,4.12e-08,9.55e-07,10.0,large
R10L,160,Calibration,Transport,3.41e-05,6.81e-06,3.41e-05,6.83e-06,4.77e-08,1.13e-06,10.0,large
R10L,170,Calibration,Transport,3.92e-05,7.84e-06,4.00e-05,8.00e-06,5.49e-08,1.32e-06,10.0,large
R10L,180,Validation,Transport,4.48e-05,8.97e-06,4.66e-05,9.32e-06,6.28e-08,1.54e-06,10.0,large
R10L,190,Validation,Transport,5.10e-05,1.02e-05,5.40e-05,1.08e-05,7.14e-08,1.78e-06,10.0,large
R10L,200,Calibration,Transport,5.78e-05,1.16e-05,6.22e-05,1.24e-05,8.10e-08,2.05e-06,10.0,large
R10L,210,Calibration,Transport,6.53e-05,1.31e-05,7.13e-05,1.43e-05,9.14e-08,2.35e-06,10.0,large
R10L,220,Calibration,Transport,7.33e-05,1.47e-05,8.13e-05,1.63e-05,1.03e-07,2.68e-06,10.0,large
R10L,230,Validation,Transport,8.21e-05,1.64e-05,9.24e-05,1.85e-05,1.15e-07,3.05e-06,10.0,large
R10L,240,Calibration,Transport,9.15e-05,1.83e-05,1.05e-04,2.09e-05,1.28e-07,3.45e-06,10.0,large
R10L,250,Calibration,Transport,1.02e-04,2.04e-05,1.18e-04,2.35e-05,1.42e-07,3.89e-06,10.0,large
R10L,260,Calibration,Transport,1.13e-04,2.25e-05,1.32e-04,2.64e-05,1.58e-07,4.36e-06,10.0,large
R10L,270,Calibration,Transport,1.25e-04,2.49e-05,1.48e-04,2.96e-05,1.74e-07,4.88e-06,10.0,large
R10L,280,Calibration,Transport,1.37e-04,2.74e-05,1.65e-04,3.29e-05,1.92e-07,5.44e-06,10.0,large
R10L,290,Validation,Transport,1.51e-04,3.01e-05,1.83e-04,3.66e-05,2.11e-07,6.04e-06,10.0,large
R10L,300,Calibration,Transport,1.65e-04,3.30e-05,2.03e-04,4.05e-05,2.31e-07,6.69e-06,10.0,large
R10L,310,Calibration,Transport,1.80e-04,3.61e-05,2.24e-04,4.48e-05,2.52e-07,7.39e-06,10.0,large
R10L,320,Calibration,Transport,1.97e-04,3.93e-05,2.47e-04,4.93e-05,2.75e-07,8.14e-06,10.0,large
R10L,330,Validation,Transport,2.14e-04,4.28e-05,2.71e-04,5.42e-05,2.99e-07,8.94e-06,10.0,large
R10L,340,Calibration,Transport,2.32e-04,4.64e-05,2.97e-04,5.94e-05,3.25e-07,9.80e-06,10.0,large
R10L,350,Calibration,Transport,2.51e-04,5.02e-05,3.25e-04,6.49e-05,3.52e-07,1.07e-05,10.0,large
R10L,360,Validation,Transport,2.72e-04,5.43e-05,3.54e-04,7.08e-05,3.80e-07,1.17e-05,10.0,large
R10L,370,Validation,Transport,2.93e-04,5.86e-05,3.86e-04,7.71e-05,4.10e-07,1.27e-05,10.0,large
R10L,380,Validation,Transport,3.16e-04,6.31e-05,4.19e-04,8.37e-05,4.42e-07,1.38e-05,10.0,large
R10L,390,Validation,Transport,3.39e-04,6.78e-05,4.54e-04,9.08e-05,4.75e-07,1.50e-05,10.0,large
R10L,400,Calibration,Transport,3.64e-04,7.28e-05,4.91e-04,9.82e-05,5.10e-07,1.62e-05,10.0,large
R10L,410,Validation,Transport,3.94e-04,7.88e-05,5.36e-04,1.07e-04,5.52e-07,1.77e-05,10.0,large
R10L,420,Calibration,Transport,4.24e-04,8.47e-05,5.80e-04,1.16e-04,5.93e-07,1.92e-05,10.0,large
R10L,430,Validation,Transport,4.54e-04,9.08e-05,6.27e-04,1.25e-04,6.35e-07,2.07e-05,10.0,large
R10L,440,Validation,Transport,4.85e-04,9.71e-05,6.75e-04,1.35e-04,6.80e-07,2.23e-05,10.0,large
R10L,450,Validation,Transport,5.18e-04,1.04e-04,7.26e-04,1.45e-04,7.26e-07,2.40e-05,10.0,large
R10L,460,Calibration,Transport,5.53e-04,1.11e-04,7.79e-04,1.56e-04,7.74e-07,2.57e-05,10.0,large
