FirmID,Year,Size,Employees,Assets_USD_millions,Age_Years,Subsector,Ownership_Type,FDI_Presence,FDI_Equity_Share_percent,Knowledge_Absorption_1_5,Task_Performance_1_5,Innovation_1_5,Firm_Resources_1_5,Skilled_Labor_Ratio,IoT_Use,RD_Spend_percent_of_Revenue,Liquidity_Ratio,Tax_Incentives_1_7,Regulatory_Stability_1_7,Infrastructure_Support_1_7,Corruption_Experience_1_7,Govt_Policy_Score_1_7,ROI_Self_percent,ROA_Self_percent,Export_Intensity_percent,Market_Share_percent,Operational_Efficiency_Index_0_100
FIRM_123,2024,SME,108,2.03,43,Ready Meals,Domestic,0,0.0,1.9,5.0,2.5,3.3,0.38,0,2.12,1.2,4.9,3.4,1.5,4.7,3.3,7.82,0.28,0.0,1.57,67.3
FIRM_124,2024,SME,139,1.46,7,Seafood Processing,Domestic,0,0.0,2.7,4.1,2.6,3.0,0.43,0,1.7,1.43,4.8,3.8,2.6,6.4,3.2,4.2,4.53,7.12,0.84,62.2
FIRM_125,2024,Large,1965,39.36,50,Fruits & Vegetables,Domestic,0,0.0,3.7,4.5,3.5,2.9,0.69,1,1.76,0.4,4.5,1.8,4.6,6.2,3.2,10.16,4.57,15.02,3.58,64.9
FIRM_126,2024,Large,1643,30.29,33,Meat Processing,Domestic,0,0.0,2.3,3.9,2.3,2.7,0.66,0,3.97,1.29,4.0,3.0,1.6,4.7,3.0,0.97,2.02,1.53,9.52,52.6
FIRM_127,2024,SME,167,2.26,9,Dairy,Domestic,0,0.0,2.5,4.7,3.6,2.9,0.41,0,1.68,1.34,6.1,4.8,4.7,4.9,4.7,3.25,4.16,10.42,1.5,76.5
FIRM_128,2024,Large,629,6.19,23,Dairy,Domestic,0,0.0,2.8,4.6,3.6,2.7,0.7,0,4.1,1.09,3.3,3.2,5.2,5.2,3.6,5.66,5.02,14.66,8.67,56.6
FIRM_129,2024,Large,718,21.82,46,Meat Processing,Foreign,1,54.0,3.5,2.9,4.5,2.1,0.53,1,4.25,1.68,4.2,3.0,3.1,2.8,3.9,13.34,4.91,10.0,2.58,59.2
FIRM_130,2024,SME,105,3.04,20,Seafood Processing,Joint Venture,1,54.0,2.7,5.0,4.1,2.6,0.33,0,3.5,1.57,4.2,5.1,3.8,5.1,4.0,7.57,6.68,27.68,0.01,67.3
FIRM_131,2024,Large,641,26.19,10,Fruits & Vegetables,Domestic,0,0.0,3.2,5.0,3.1,2.4,0.51,1,1.26,0.47,4.6,5.1,4.7,3.4,4.8,3.43,5.7,22.17,8.05,66.5
FIRM_132,2024,SME,176,2.26,44,Grains & Cereals,Domestic,0,0.0,3.2,4.5,3.0,3.9,0.46,1,4.92,1.71,3.8,4.3,3.0,4.7,3.6,8.49,4.21,0.0,0.82,58.3
FIRM_133,2024,Large,1405,23.34,48,Beverages,Joint Venture,1,53.0,4.0,5.0,3.8,3.1,0.7,0,4.27,1.14,4.5,3.3,4.5,4.0,4.1,13.65,7.51,16.51,4.44,61.5
FIRM_134,2024,SME,171,2.36,49,Fruits & Vegetables,Joint Venture,1,43.0,3.1,4.1,3.1,2.2,0.4,0,1.88,1.84,4.0,3.6,2.8,4.9,3.4,10.28,2.56,9.56,2.97,52.9
FIRM_135,2024,SME,111,2.51,48,Confectionery,Domestic,0,0.0,2.9,4.3,3.3,2.3,0.39,0,2.2,0.96,2.6,3.0,3.0,4.4,3.0,6.01,2.07,5.73,1.24,45.1
FIRM_136,2024,SME,18,4.64,44,Ready Meals,Joint Venture,1,73.0,3.1,4.3,4.3,2.1,0.43,1,2.48,1.62,4.2,2.8,2.6,1.0,4.2,11.24,8.13,16.86,2.96,60.2
FIRM_137,2024,SME,103,1.75,23,Oils & Fats,Joint Venture,1,74.0,3.5,5.0,4.5,2.4,0.64,0,2.68,1.46,3.1,2.8,3.9,4.5,3.3,12.09,4.44,21.91,0.81,64.0
FIRM_138,2024,SME,44,0.5,10,Confectionery,Foreign,1,100.0,4.7,4.6,4.1,3.4,0.56,0,4.48,1.75,2.5,3.2,4.8,5.1,3.4,11.39,7.23,16.09,3.72,69.9
FIRM_139,2024,Large,1723,25.06,31,Ready Meals,Domestic,0,0.0,3.0,4.9,3.9,4.3,0.55,1,4.12,1.66,4.3,2.8,3.3,4.8,3.4,7.82,8.35,5.4,5.92,71.0
FIRM_140,2024,Large,1457,29.48,12,Grains & Cereals,Domestic,0,0.0,2.3,5.0,3.2,3.2,0.52,0,4.36,1.47,4.7,2.2,2.1,4.2,3.2,2.39,3.52,6.24,6.2,40.8
FIRM_141,2024,SME,53,2.51,24,Ready Meals,Domestic,0,0.0,2.9,4.7,3.0,3.0,0.43,1,2.43,0.83,4.7,4.0,2.3,6.3,3.2,2.43,6.22,8.97,2.14,69.9
FIRM_142,2024,SME,57,0.68,33,Meat Processing,Domestic,0,0.0,2.2,4.5,3.1,2.6,0.52,0,0.47,0.86,4.8,4.0,3.9,4.7,4.0,5.56,0.89,2.43,0.07,56.5
FIRM_143,2024,SME,132,2.63,48,Dairy,Domestic,0,0.0,2.3,5.0,3.2,2.7,0.55,1,3.05,1.31,2.3,5.5,5.5,4.8,4.1,4.93,2.17,0.67,0.77,72.9
FIRM_144,2024,SME,118,2.66,15,Grains & Cereals,Domestic,0,0.0,2.3,5.0,3.4,3.7,0.37,0,3.59,1.6,2.8,3.1,3.9,5.6,3.1,6.62,2.45,17.56,2.16,61.2
FIRM_145,2024,SME,190,2.77,13,Dairy,Domestic,0,0.0,2.7,4.8,2.4,2.7,0.48,0,1.26,1.3,6.2,4.1,3.1,4.7,4.2,-3.0,1.79,3.09,0.01,61.9
FIRM_146,2024,SME,89,1.66,37,Dairy,Domestic,0,0.0,3.2,4.9,2.6,3.5,0.24,0,2.19,1.91,3.2,4.1,4.3,3.2,4.1,11.68,0.94,6.11,1.45,62.9
FIRM_147,2024,SME,63,3.7,1,Seafood Processing,Joint Venture,1,29.0,3.9,5.0,3.8,3.5,0.51,0,0.3,1.46,4.8,3.5,3.2,1.4,4.5,11.2,9.2,15.81,2.23,65.3
FIRM_148,2024,Large,424,33.66,29,Oils & Fats,Domestic,0,0.0,3.3,5.0,3.9,2.5,0.69,1,3.76,1.12,3.5,4.5,3.1,3.7,3.8,12.84,4.74,13.49,2.28,79.2
FIRM_149,2024,SME,11,1.21,38,Beverages,Domestic,0,0.0,2.3,4.1,2.7,2.4,0.45,0,3.35,1.46,4.3,4.6,2.4,5.2,3.5,-1.01,0.88,14.81,0.01,56.9
FIRM_150,2024,SME,80,3.84,28,Seafood Processing,Foreign,1,55.0,3.5,4.5,3.9,2.7,0.7,0,1.69,1.71,3.6,4.1,5.0,3.9,4.2,8.8,5.82,20.45,3.09,70.3
FIRM_151,2024,SME,185,5.46,20,Bakery,Joint Venture,1,74.0,3.6,3.7,3.4,2.9,0.37,1,0.98,1.76,4.8,3.5,1.0,5.3,3.0,3.19,3.64,5.81,1.35,65.7
FIRM_152,2024,Large,1542,37.0,42,Beverages,Joint Venture,1,28.0,3.2,4.1,4.1,2.9,0.4,1,3.8,2.54,4.3,3.4,4.4,4.5,3.9,11.38,7.22,10.73,9.45,68.6
FIRM_153,2024,SME,179,2.6,19,Oils & Fats,Joint Venture,1,43.0,3.4,4.4,4.3,4.3,0.48,0,1.63,1.27,3.8,2.4,3.0,5.8,2.8,9.6,5.56,14.16,0.82,42.5
FIRM_154,2024,SME,29,2.83,36,Meat Processing,Joint Venture,1,12.0,3.8,4.2,4.0,2.2,0.47,0,1.68,1.56,3.1,3.0,3.0,3.9,3.3,6.92,6.3,14.76,0.93,66.0
FIRM_155,2024,SME,27,3.74,24,Oils & Fats,Domestic,0,0.0,2.7,5.0,3.5,2.9,0.47,0,3.01,1.81,4.5,3.2,5.4,4.9,4.1,2.72,6.36,1.34,1.32,60.6
FIRM_156,2024,SME,168,0.92,2,Seafood Processing,Domestic,0,0.0,3.0,4.7,4.1,3.4,0.49,1,0.92,1.59,3.0,2.7,2.7,4.9,2.9,10.97,7.34,13.75,0.11,69.6
FIRM_157,2024,SME,30,3.2,27,Bakery,Domestic,0,0.0,3.8,4.1,2.8,3.2,0.58,1,1.2,1.35,4.6,4.2,2.8,6.1,3.4,9.64,2.2,0.67,1.59,54.0
FIRM_158,2024,Large,479,0.5,3,Bakery,Domestic,0,0.0,3.1,4.7,2.6,3.3,0.86,0,2.51,0.83,6.8,5.0,3.4,2.3,5.2,10.47,2.39,16.47,2.68,56.3
FIRM_159,2024,SME,86,5.22,47,Ready Meals,Joint Venture,1,37.0,4.2,5.0,3.4,2.3,0.48,0,3.27,1.34,5.6,2.9,4.0,3.7,4.2,9.03,7.03,24.9,0.83,80.4
FIRM_160,2024,SME,185,2.79,31,Fruits & Vegetables,Domestic,0,0.0,3.2,5.0,3.1,2.9,0.58,0,3.56,1.06,4.9,4.1,3.0,5.3,3.7,7.06,3.42,6.51,0.58,55.4
FIRM_161,2024,Large,295,29.78,19,Fruits & Vegetables,Domestic,0,0.0,2.2,4.3,2.0,3.1,0.51,0,3.07,0.74,4.1,2.8,1.8,6.2,2.6,-1.06,-1.36,3.89,1.95,64.8
FIRM_162,2024,SME,28,1.68,25,Grains & Cereals,Domestic,0,0.0,2.4,4.2,3.1,3.0,0.57,0,3.23,1.2,2.3,3.5,2.5,4.6,2.9,3.93,2.95,0.0,0.78,56.8
FIRM_163,2024,SME,169,3.7,31,Grains & Cereals,Domestic,0,0.0,2.4,5.0,2.7,3.0,0.39,0,1.34,1.08,2.9,3.1,4.9,3.9,3.8,2.63,1.83,9.67,1.03,60.0
FIRM_164,2024,Large,687,38.71,14,Confectionery,Domestic,0,0.0,2.6,4.5,3.9,4.0,0.64,1,4.52,1.89,5.5,4.4,3.6,5.2,4.1,9.89,7.8,8.86,1.93,65.9
FIRM_165,2024,SME,162,1.96,15,Fruits & Vegetables,Domestic,0,0.0,3.1,4.8,3.1,3.6,0.75,0,0.95,1.9,3.4,3.1,4.0,5.3,3.3,10.07,3.83,1.51,1.87,50.3
FIRM_166,2024,SME,181,3.21,21,Dairy,Joint Venture,1,87.0,3.9,5.0,3.5,2.8,0.47,0,3.66,1.15,3.5,4.8,3.2,3.9,3.9,13.19,8.1,14.1,1.55,63.6
FIRM_167,2024,Large,1141,24.98,13,Confectionery,Domestic,0,0.0,3.6,4.5,3.6,2.7,0.62,1,2.89,1.47,4.0,3.6,2.8,4.7,3.4,6.05,2.68,6.57,3.76,55.5
FIRM_168,2024,SME,196,2.61,38,Confectionery,Joint Venture,1,45.0,3.7,4.1,4.5,2.7,0.41,1,4.41,0.67,3.1,3.2,5.3,5.7,3.5,14.09,5.28,16.62,1.86,58.9
FIRM_169,2024,SME,70,0.97,6,Dairy,Domestic,0,0.0,2.8,4.5,2.9,3.1,0.63,1,2.85,1.35,3.0,2.5,3.3,6.6,2.6,5.38,3.95,9.6,1.38,69.2
FIRM_170,2024,SME,162,2.98,42,Meat Processing,Domestic,0,0.0,1.9,4.3,2.7,3.0,0.55,0,1.08,1.8,4.1,4.1,3.0,5.2,3.5,1.92,2.68,2.02,0.01,60.3
FIRM_171,2024,Large,1117,14.98,18,Oils & Fats,Domestic,0,0.0,3.0,4.0,2.2,2.7,0.6,0,4.36,2.01,3.3,4.7,4.7,4.4,4.1,2.01,0.36,14.08,2.7,46.4
FIRM_172,2024,SME,158,2.59,29,Confectionery,Joint Venture,1,67.0,3.7,4.7,3.2,2.5,0.6,0,3.06,1.24,3.5,4.1,2.7,4.2,3.5,7.1,4.93,7.07,1.22,67.5
FIRM_173,2024,SME,129,2.9,8,Dairy,Domestic,0,0.0,3.0,5.0,3.0,2.6,0.54,1,3.36,2.13,3.4,6.0,2.8,5.0,3.8,9.64,0.65,15.68,0.83,68.3
FIRM_174,2024,SME,132,0.95,20,Bakery,Joint Venture,1,18.0,4.8,4.4,3.9,2.4,0.63,1,2.12,0.84,4.7,5.2,3.5,4.2,4.3,14.32,7.95,12.67,1.19,62.0
FIRM_175,2024,SME,127,1.06,38,Fruits & Vegetables,Domestic,0,0.0,3.6,4.3,2.6,2.8,0.59,0,2.25,0.98,4.0,3.5,3.5,4.5,3.6,6.68,4.66,5.79,1.57,64.6
FIRM_176,2024,Large,276,17.58,14,Grains & Cereals,Domestic,0,0.0,3.3,4.0,3.2,2.1,0.57,0,5.27,1.95,4.0,3.5,3.8,3.0,4.1,4.86,2.21,6.45,5.47,57.0
FIRM_177,2024,SME,150,2.37,7,Ready Meals,Joint Venture,1,61.0,3.1,4.5,3.3,2.6,0.52,1,2.34,2.44,4.8,4.3,5.8,5.9,4.2,14.54,4.49,13.73,0.54,57.3
FIRM_178,2024,SME,35,0.5,27,Fruits & Vegetables,Domestic,0,0.0,2.7,4.4,3.2,3.0,0.59,1,0.78,1.85,4.1,3.0,3.9,2.9,4.0,8.96,1.29,12.71,0.73,80.2
FIRM_179,2024,Large,1026,22.17,9,Ready Meals,Domestic,0,0.0,2.9,3.9,3.2,2.2,0.57,0,1.55,1.58,3.9,5.0,1.0,3.8,3.5,2.94,1.37,15.2,3.66,55.8
FIRM_180,2024,Large,1477,23.94,16,Beverages,Joint Venture,1,40.0,3.4,5.0,3.9,3.2,0.71,0,2.44,0.5,4.7,4.2,3.9,4.4,4.1,10.67,9.39,23.3,3.13,63.6
FIRM_181,2024,SME,71,2.14,23,Grains & Cereals,Domestic,0,0.0,3.3,4.8,3.2,3.4,0.68,0,3.54,0.59,4.9,4.1,3.5,6.7,3.4,7.32,4.53,5.48,0.51,57.8
FIRM_182,2024,Large,511,31.17,29,Dairy,Domestic,0,0.0,3.3,4.9,2.3,2.9,0.78,0,2.7,1.66,4.1,4.5,3.5,3.8,4.1,5.43,1.15,6.67,4.56,73.1
FIRM_183,2024,Large,868,15.0,32,Fruits & Vegetables,Domestic,0,0.0,2.6,5.0,2.8,3.0,0.83,0,2.56,1.42,4.3,5.5,3.8,3.5,4.5,2.87,1.83,4.39,5.03,61.3
FIRM_184,2024,SME,172,3.42,34,Dairy,Domestic,0,0.0,3.5,5.0,2.9,3.1,0.49,0,2.52,1.05,3.4,4.0,3.5,3.6,3.8,8.27,1.59,2.29,1.12,51.0
FIRM_185,2024,SME,168,5.86,43,Grains & Cereals,Foreign,1,54.0,3.6,4.0,3.6,2.3,0.41,0,3.02,1.63,3.3,3.7,3.4,6.3,3.0,11.67,3.0,8.37,1.27,49.6
FIRM_186,2024,SME,97,3.5,4,Meat Processing,Foreign,1,52.0,2.7,5.0,3.6,2.4,0.48,0,1.47,1.66,5.0,5.3,4.2,1.0,5.4,6.14,7.59,16.71,2.98,78.8
FIRM_187,2024,Large,877,10.83,19,Dairy,Domestic,0,0.0,3.0,4.8,4.2,3.8,0.61,1,4.14,2.07,4.6,4.8,2.9,3.1,4.3,7.14,5.51,14.05,3.99,75.4
FIRM_188,2024,SME,83,2.8,1,Bakery,Joint Venture,1,70.0,3.8,4.7,4.2,3.6,0.55,1,1.29,1.67,4.7,3.5,2.5,7.0,2.9,10.77,9.92,6.44,1.15,61.9
FIRM_189,2024,SME,140,3.98,1,Fruits & Vegetables,Domestic,0,0.0,3.2,4.9,2.4,2.8,0.27,0,0.83,2.21,4.5,3.8,6.8,5.0,4.5,3.77,2.36,6.67,1.08,75.9
FIRM_190,2024,Large,1025,9.69,11,Ready Meals,Domestic,0,0.0,2.8,4.6,3.3,3.4,0.63,0,1.35,1.6,4.2,4.0,2.7,3.0,4.0,11.87,3.7,16.63,0.1,67.6
FIRM_191,2024,Large,1177,27.29,30,Dairy,Domestic,0,0.0,3.3,3.8,3.5,1.8,0.53,0,3.56,1.54,4.9,4.2,3.6,4.2,4.1,8.11,3.85,15.56,1.12,55.0
FIRM_192,2024,SME,60,2.37,45,Grains & Cereals,Joint Venture,1,85.0,3.7,4.6,3.3,3.4,0.45,0,2.96,2.13,5.1,2.4,1.9,4.4,3.2,12.27,1.8,10.52,1.32,57.9
FIRM_193,2024,SME,21,2.48,39,Beverages,Domestic,0,0.0,2.1,4.3,3.6,2.7,0.26,0,2.8,1.11,5.1,2.3,3.6,5.3,3.4,3.9,2.49,1.92,1.61,60.6
FIRM_194,2024,Large,1346,31.32,33,Seafood Processing,Domestic,0,0.0,2.2,3.6,3.3,3.6,0.49,1,3.21,3.01,4.1,2.9,2.5,6.5,2.8,5.07,2.96,8.95,8.46,50.3
FIRM_195,2024,SME,92,3.95,39,Grains & Cereals,Domestic,0,0.0,3.5,4.9,2.6,3.4,0.56,1,2.81,1.79,5.6,2.8,3.0,4.8,3.6,3.45,6.19,0.0,2.19,67.2
FIRM_196,2024,SME,100,4.8,9,Ready Meals,Joint Venture,1,53.0,4.2,5.0,4.1,3.1,0.47,1,2.15,1.79,4.4,3.2,4.6,3.7,4.1,15.46,9.62,23.6,2.83,71.8
FIRM_197,2024,Large,1004,21.97,42,Beverages,Domestic,0,0.0,3.2,5.0,3.8,3.2,0.69,1,5.51,1.86,4.8,4.4,4.0,5.2,4.0,9.75,3.1,9.73,3.14,55.5
FIRM_198,2024,Large,461,20.17,45,Bakery,Domestic,0,0.0,4.0,4.7,3.0,3.7,0.88,1,1.2,2.54,4.5,3.6,4.1,3.5,4.2,12.87,7.5,17.56,1.39,66.3
FIRM_199,2024,Large,647,33.71,5,Fruits & Vegetables,Foreign,1,57.0,4.2,4.4,4.3,3.1,0.65,1,6.19,2.0,4.4,4.0,1.6,3.1,3.7,12.84,7.64,9.32,9.14,62.1
FIRM_200,2024,Large,1903,39.79,24,Confectionery,Domestic,0,0.0,3.4,4.4,2.9,3.7,0.68,1,2.1,0.8,3.5,2.6,5.5,2.2,4.4,7.66,3.19,13.04,4.69,74.8
FIRM_201,2024,Large,1174,42.94,42,Ready Meals,Domestic,0,0.0,2.4,4.5,3.6,2.0,0.49,0,4.38,2.3,4.9,3.3,2.2,2.4,4.0,4.45,2.12,9.6,11.98,46.2
FIRM_202,2024,Large,742,38.15,24,Seafood Processing,Domestic,0,0.0,3.7,5.0,3.3,2.5,0.47,0,4.36,1.43,7.0,4.4,5.2,3.2,5.4,9.64,3.81,10.19,3.4,65.1
FIRM_203,2024,Large,953,23.9,43,Seafood Processing,Domestic,0,0.0,3.4,4.8,3.3,4.5,0.81,1,2.01,1.65,3.8,4.4,4.6,2.9,4.5,6.61,8.34,3.2,10.42,65.4
FIRM_204,2024,SME,79,2.06,47,Confectionery,Domestic,0,0.0,2.7,4.4,3.4,2.7,0.46,1,1.62,0.96,4.3,3.1,4.1,4.7,3.7,7.42,3.39,11.78,0.63,72.2
FIRM_205,2024,SME,150,0.5,24,Meat Processing,Joint Venture,1,18.0,3.4,3.7,2.9,2.8,0.61,0,0.96,1.86,3.8,4.0,2.6,2.9,3.9,8.2,5.08,16.83,0.83,55.6
FIRM_206,2024,SME,72,1.84,3,Grains & Cereals,Domestic,0,0.0,2.9,5.0,3.0,2.5,0.38,1,3.59,1.27,3.7,6.0,3.7,1.0,5.1,2.21,3.79,19.13,1.45,86.7
FIRM_207,2024,Large,663,26.31,18,Dairy,Domestic,0,0.0,2.2,4.5,2.3,3.4,0.61,1,3.48,1.65,5.7,3.8,3.0,3.0,4.4,-1.88,3.13,11.39,1.43,72.5
FIRM_208,2024,SME,82,2.76,11,Grains & Cereals,Joint Venture,1,48.0,4.0,4.4,4.0,2.5,0.55,0,2.79,1.46,3.5,3.1,3.5,3.7,3.6,10.7,7.68,13.73,2.68,55.9
FIRM_209,2024,SME,44,4.34,24,Meat Processing,Domestic,0,0.0,2.5,4.0,2.9,3.1,0.56,1,4.37,2.56,3.7,3.6,3.2,3.6,3.7,8.39,4.52,2.03,0.01,64.0
FIRM_210,2024,SME,140,2.71,30,Bakery,Domestic,0,0.0,3.1,4.1,3.1,3.3,0.54,0,1.99,2.59,2.6,3.9,1.3,6.1,2.4,11.18,4.76,0.0,1.1,51.0
FIRM_211,2024,SME,54,1.76,24,Beverages,Joint Venture,1,19.0,3.4,4.5,4.4,2.8,0.53,1,5.53,1.62,3.4,3.6,4.7,3.6,4.0,12.43,7.07,26.27,2.72,72.9
FIRM_212,2024,SME,66,2.93,10,Fruits & Vegetables,Domestic,0,0.0,2.7,4.5,3.5,3.4,0.44,1,1.95,1.63,2.5,3.8,3.4,5.4,3.1,11.96,5.71,4.06,0.01,52.6
FIRM_213,2024,SME,160,4.26,16,Meat Processing,Foreign,1,77.0,3.3,4.8,3.1,3.3,0.57,0,2.48,1.41,4.8,2.4,3.0,4.3,3.5,8.66,4.94,20.75,3.41,54.7
FIRM_214,2024,SME,190,1.83,34,Ready Meals,Foreign,1,92.0,3.5,5.0,3.6,3.3,0.47,0,1.76,2.15,7.0,2.8,2.9,4.2,4.1,13.52,6.69,18.93,1.46,67.9
FIRM_215,2024,SME,137,1.91,2,Grains & Cereals,Domestic,0,0.0,3.8,5.0,4.1,3.1,0.42,1,2.61,1.44,3.8,3.7,3.9,3.3,4.0,9.28,8.61,13.5,1.11,78.8
FIRM_216,2024,SME,184,3.67,11,Ready Meals,Domestic,0,0.0,3.5,5.0,4.0,4.3,0.44,0,3.12,1.39,2.5,3.6,2.5,4.2,3.1,10.35,9.29,8.17,1.46,43.7
FIRM_217,2024,Large,1845,32.56,45,Confectionery,Domestic,0,0.0,3.1,5.0,3.8,3.7,0.53,1,2.46,2.09,5.1,3.2,1.0,3.4,3.5,7.49,5.23,13.1,3.45,78.5
FIRM_218,2024,Large,1053,28.79,5,Bakery,Domestic,0,0.0,3.0,4.9,3.7,3.4,0.61,1,4.14,1.33,3.5,3.6,3.9,4.5,3.6,3.04,3.91,9.57,6.1,66.1
FIRM_219,2024,SME,156,2.98,21,Beverages,Domestic,0,0.0,3.4,4.7,2.8,2.7,0.54,1,2.46,1.58,5.5,3.9,4.1,4.0,4.4,9.22,5.41,6.25,1.8,53.3
FIRM_220,2024,Large,414,39.42,11,Oils & Fats,Domestic,0,0.0,3.5,5.0,3.7,3.1,0.5,1,3.01,0.81,3.9,4.7,3.3,3.2,4.2,7.25,6.23,14.33,8.61,45.6
FIRM_221,2024,SME,97,1.76,6,Fruits & Vegetables,Foreign,1,87.0,3.2,5.0,3.5,3.5,0.47,0,1.2,1.95,3.6,3.7,2.2,5.5,3.0,7.03,5.66,13.03,3.21,48.8
FIRM_222,2024,SME,111,2.99,22,Meat Processing,Joint Venture,1,46.0,3.5,5.0,4.2,3.9,0.43,1,2.66,2.57,4.0,4.2,3.6,4.8,3.8,10.11,7.36,13.81,2.22,68.2
FIRM_223,2024,Large,1907,14.55,27,Fruits & Vegetables,Joint Venture,1,14.0,2.6,4.0,3.7,3.6,0.33,1,3.49,1.96,5.0,3.3,1.9,3.8,3.6,8.52,5.7,18.65,5.87,61.3
FIRM_224,2024,SME,171,1.54,9,Ready Meals,Domestic,0,0.0,3.5,4.3,3.1,3.5,0.53,1,1.53,2.33,4.0,4.4,2.4,4.5,3.6,12.72,4.7,7.23,1.72,68.7
FIRM_225,2024,Large,368,25.52,4,Meat Processing,Domestic,0,0.0,3.9,4.3,3.7,2.4,0.48,1,5.09,1.18,3.7,4.2,2.7,4.2,3.6,13.78,3.83,12.09,1.4,59.2
FIRM_226,2024,SME,133,3.82,7,Bakery,Domestic,0,0.0,2.7,5.0,3.7,3.0,0.23,1,5.14,1.72,4.0,4.7,4.4,3.3,4.4,2.6,3.82,8.98,3.09,61.3
FIRM_227,2024,SME,48,2.58,33,Meat Processing,Domestic,0,0.0,1.9,4.4,3.5,2.6,0.58,1,1.91,1.13,2.9,4.5,3.1,4.4,3.5,2.8,2.01,2.7,0.54,60.6
FIRM_228,2024,SME,162,1.77,44,Ready Meals,Joint Venture,1,61.0,4.0,5.0,3.2,2.2,0.65,0,0.6,1.49,4.6,4.4,3.0,3.6,4.1,6.93,5.03,23.58,3.0,64.6
FIRM_229,2024,Large,1614,28.4,10,Oils & Fats,Domestic,0,0.0,2.6,5.0,2.4,3.1,0.69,0,2.13,1.99,2.4,3.7,5.7,3.2,4.2,6.43,3.26,14.03,6.51,66.4
FIRM_230,2024,Large,1300,28.16,17,Seafood Processing,Domestic,0,0.0,2.4,5.0,4.0,3.2,0.33,1,1.44,1.65,3.8,4.0,3.9,2.4,4.3,7.74,5.71,16.52,2.81,63.6
FIRM_231,2024,Large,921,29.1,18,Ready Meals,Joint Venture,1,35.0,3.9,5.0,5.0,3.6,0.53,1,3.96,0.89,5.0,4.9,3.9,3.9,4.5,14.55,11.3,20.06,4.48,77.7
FIRM_232,2024,SME,130,1.2,19,Dairy,Domestic,0,0.0,3.1,4.1,3.4,3.2,0.64,0,2.81,0.94,4.5,3.1,3.1,5.0,3.4,7.62,3.71,6.7,1.5,51.8
FIRM_233,2024,SME,23,1.89,13,Beverages,Domestic,0,0.0,2.8,5.0,2.7,3.6,0.68,1,2.94,0.91,4.8,3.2,2.8,3.5,3.8,4.78,4.34,13.46,0.8,61.4
FIRM_234,2024,Large,941,21.36,3,Bakery,Domestic,0,0.0,2.7,4.0,2.8,2.8,0.68,1,1.9,1.85,4.1,4.0,1.1,7.0,2.6,8.54,2.34,2.73,4.38,54.5
FIRM_235,2024,SME,43,3.34,27,Bakery,Domestic,0,0.0,2.9,3.9,3.4,2.6,0.37,0,2.57,2.63,5.4,4.2,4.6,5.4,4.2,7.25,1.23,6.64,1.35,66.6
FIRM_236,2024,SME,149,3.92,18,Seafood Processing,Foreign,1,80.0,3.4,4.2,4.2,2.0,0.5,0,1.24,2.28,5.1,3.0,4.0,5.9,3.6,10.79,6.22,26.76,2.55,56.9
FIRM_237,2024,Large,1713,24.95,18,Ready Meals,Domestic,0,0.0,2.4,4.9,3.0,2.2,0.59,1,5.04,0.65,4.6,3.7,3.3,5.3,3.6,-3.55,1.5,6.96,5.89,61.6
FIRM_238,2024,SME,48,1.66,14,Dairy,Joint Venture,1,26.0,3.2,4.7,3.5,2.9,0.26,0,1.19,2.31,5.1,3.7,3.3,6.5,3.4,8.34,8.75,23.39,1.73,67.8
FIRM_239,2024,SME,123,3.54,47,Oils & Fats,Joint Venture,1,11.0,3.8,5.0,3.6,2.5,0.54,0,0.89,2.07,5.0,1.6,4.3,3.4,3.9,15.35,8.15,8.91,2.13,80.8
FIRM_240,2024,Large,1259,27.03,31,Fruits & Vegetables,Joint Venture,1,81.0,3.6,4.9,4.1,3.7,0.67,1,0.99,0.83,3.8,3.6,1.8,1.2,4.0,16.33,8.9,20.44,7.76,70.1
FIRM_241,2024,SME,105,3.66,21,Bakery,Domestic,0,0.0,2.2,5.0,3.0,3.4,0.56,0,2.96,1.45,2.9,3.6,2.9,3.8,3.4,0.18,2.77,17.16,1.77,72.1
FIRM_242,2024,SME,173,2.77,11,Ready Meals,Domestic,0,0.0,3.5,4.5,2.4,2.7,0.66,0,3.27,2.15,4.6,3.6,2.3,5.0,3.4,4.62,3.11,4.85,0.71,67.5
FIRM_243,2024,Large,1857,19.72,41,Seafood Processing,Joint Venture,1,77.0,2.4,5.0,4.0,3.7,0.73,1,0.93,1.88,4.7,5.2,5.4,4.5,4.7,7.9,4.96,17.58,3.07,66.3
FIRM_244,2024,Large,264,24.99,45,Fruits & Vegetables,Domestic,0,0.0,2.8,4.0,3.8,2.6,0.64,0,3.34,0.95,5.3,2.6,4.5,4.6,4.0,10.76,0.83,4.96,3.89,58.2
FIRM_245,2024,SME,190,3.93,2,Oils & Fats,Domestic,0,0.0,2.6,4.5,2.8,1.9,0.53,0,0.26,1.91,3.3,3.0,1.1,5.9,2.4,3.25,-0.33,9.51,0.01,45.9
FIRM_246,2024,SME,126,3.97,47,Meat Processing,Foreign,1,55.0,3.6,3.9,4.0,2.7,0.38,0,3.15,0.53,3.3,1.2,1.8,4.8,2.4,6.84,4.86,10.45,2.27,51.0
